dcterms_identifier|dwc_establishmentMeans|dcterms_modified|dwc_organismRemarks|dwc_collectionCode|dwc_catalogNumber|dwc_georeferenceRemarks|dwc_decimalLatitude|dwc_decimalLongitude|geo_alt|dwc_organismName|dwc_organismScope|cameo|notes|suppress
http://bioimages.vanderbilt.edu/ind-baskauf/13828|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.10566|-86.8345|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/13828||
http://bioimages.vanderbilt.edu/ind-baskauf/13929|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.1409|-86.80822|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/13934||
http://bioimages.vanderbilt.edu/ind-baskauf/13975|native|2015-07-31T15:56:37-05:00|Individual represents a small (possibly clonal) population.|||Location determined from Google maps.|35.47186|-111.7886|||colony|http://bioimages.vanderbilt.edu/baskauf/13975||
http://bioimages.vanderbilt.edu/ind-baskauf/13977|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.47186|-111.7886|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/13980||
http://bioimages.vanderbilt.edu/ind-baskauf/13985|native|2015-07-31T15:56:37-05:00|Individual represents a small population.|||Location determined from Google maps.|35.47186|-111.7886|||colony|http://bioimages.vanderbilt.edu/baskauf/13985||
http://bioimages.vanderbilt.edu/ind-baskauf/13987|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.47186|-111.7886|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/13989||
http://bioimages.vanderbilt.edu/ind-baskauf/13998|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.47186|-111.7886|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/13998||
http://bioimages.vanderbilt.edu/ind-baskauf/14001|native|2015-07-31T15:56:37-05:00|Individual represents a small population.|||Location determined from Google maps.|35.47186|-111.7886|||colony|http://bioimages.vanderbilt.edu/baskauf/14001||
http://bioimages.vanderbilt.edu/ind-baskauf/14004|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.56798|-111.915|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14004||
http://bioimages.vanderbilt.edu/ind-baskauf/14007|native|2015-07-31T15:56:37-05:00|Individual represents a small population.|||Location determined from Google maps.|35.47186|-111.7886|||colony|http://bioimages.vanderbilt.edu/baskauf/14007||
http://bioimages.vanderbilt.edu/ind-baskauf/14010|native|2015-07-31T15:56:37-05:00|Individual represents a herd.|||Location determined from Google maps.|35.62939|-112.1182|||pack|http://bioimages.vanderbilt.edu/baskauf/14010||
http://bioimages.vanderbilt.edu/ind-baskauf/14012|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.47186|-111.7886|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14013||
http://bioimages.vanderbilt.edu/ind-baskauf/14021|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.47186|-111.7886|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14021||
http://bioimages.vanderbilt.edu/ind-baskauf/14035|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.04881|-112.1184|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14035||
http://bioimages.vanderbilt.edu/ind-baskauf/14041|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.04881|-112.1184|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14041||
http://bioimages.vanderbilt.edu/ind-baskauf/14046|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06628|-112.1174|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14046||
http://bioimages.vanderbilt.edu/ind-baskauf/14058|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.06628|-112.1174|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14058||
http://bioimages.vanderbilt.edu/ind-baskauf/14075|naturalised|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.05744|-112.1442|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14075||
http://bioimages.vanderbilt.edu/ind-baskauf/14083|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.05744|-112.1442|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14085||
http://bioimages.vanderbilt.edu/ind-baskauf/14096|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.05744|-112.1442|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14096||
http://bioimages.vanderbilt.edu/ind-baskauf/14101|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.05361|-112.128|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14101||
http://bioimages.vanderbilt.edu/ind-baskauf/14102|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.05361|-112.128|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14111||
http://bioimages.vanderbilt.edu/ind-baskauf/14117|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.04881|-112.1184|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14117||
http://bioimages.vanderbilt.edu/ind-baskauf/14126|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.04881|-112.1184|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14126||
http://bioimages.vanderbilt.edu/ind-baskauf/14132|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.04881|-112.1184|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14132||
http://bioimages.vanderbilt.edu/ind-baskauf/14133|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.04881|-112.1184|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14136||
http://bioimages.vanderbilt.edu/ind-baskauf/14146|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.04881|-112.1184|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14146||
http://bioimages.vanderbilt.edu/ind-baskauf/14149|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.04881|-112.1184|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14149||
http://bioimages.vanderbilt.edu/ind-baskauf/14184|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.72911|-111.0629|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14195||
http://bioimages.vanderbilt.edu/ind-baskauf/14202|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.72911|-111.0629|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14215||
http://bioimages.vanderbilt.edu/ind-baskauf/14221|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.72911|-111.0629|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14235||
http://bioimages.vanderbilt.edu/ind-baskauf/14242|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.72911|-111.0629|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14254||
http://bioimages.vanderbilt.edu/ind-baskauf/14255|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.72911|-111.0629|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14255||
http://bioimages.vanderbilt.edu/ind-baskauf/14268|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.72911|-111.0629|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14268||
http://bioimages.vanderbilt.edu/ind-baskauf/14277|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14286||
http://bioimages.vanderbilt.edu/ind-baskauf/14291|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14291||
http://bioimages.vanderbilt.edu/ind-baskauf/14298|native|2015-07-31T15:56:37-05:00|Individual is a male.|||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14305||
http://bioimages.vanderbilt.edu/ind-baskauf/14307|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14309||
http://bioimages.vanderbilt.edu/ind-baskauf/14319|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14319||
http://bioimages.vanderbilt.edu/ind-baskauf/14323|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14323||
http://bioimages.vanderbilt.edu/ind-baskauf/14326|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14326||
http://bioimages.vanderbilt.edu/ind-baskauf/14327|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14330||
http://bioimages.vanderbilt.edu/ind-baskauf/14336|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14336||
http://bioimages.vanderbilt.edu/ind-baskauf/14341|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14341||
http://bioimages.vanderbilt.edu/ind-baskauf/14347|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14347||
http://bioimages.vanderbilt.edu/ind-baskauf/14355|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14355||
http://bioimages.vanderbilt.edu/ind-baskauf/14380|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14394||
http://bioimages.vanderbilt.edu/ind-baskauf/14400|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14400||
http://bioimages.vanderbilt.edu/ind-baskauf/14414|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14414||
http://bioimages.vanderbilt.edu/ind-baskauf/14433|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14433||
http://bioimages.vanderbilt.edu/ind-baskauf/14437|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14437||
http://bioimages.vanderbilt.edu/ind-baskauf/14441|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14449||
http://bioimages.vanderbilt.edu/ind-baskauf/14456|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14456||
http://bioimages.vanderbilt.edu/ind-baskauf/14461|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14461||
http://bioimages.vanderbilt.edu/ind-baskauf/14467|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14467||
http://bioimages.vanderbilt.edu/ind-baskauf/14468|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14468||
http://bioimages.vanderbilt.edu/ind-baskauf/14469|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14469||
http://bioimages.vanderbilt.edu/ind-baskauf/14479|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14479||
http://bioimages.vanderbilt.edu/ind-baskauf/14480|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14480||
http://bioimages.vanderbilt.edu/ind-baskauf/14484|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14484||
http://bioimages.vanderbilt.edu/ind-baskauf/14485|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14490||
http://bioimages.vanderbilt.edu/ind-baskauf/14493|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.25829|-111.2058|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14493||
http://bioimages.vanderbilt.edu/ind-baskauf/14494|native|2015-07-31T15:56:37-05:00|Individual represents a small population.|||Location determined from Google maps.|32.25829|-111.2058|||colony|http://bioimages.vanderbilt.edu/baskauf/14494||
http://bioimages.vanderbilt.edu/ind-baskauf/14497|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.81923|-110.9188|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14497||
http://bioimages.vanderbilt.edu/ind-baskauf/14507|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.81923|-110.9188|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14507||
http://bioimages.vanderbilt.edu/ind-baskauf/14519|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.81923|-110.9188|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14519||
http://bioimages.vanderbilt.edu/ind-baskauf/14524|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14524||
http://bioimages.vanderbilt.edu/ind-baskauf/14543|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14543||
http://bioimages.vanderbilt.edu/ind-baskauf/14551|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14551||
http://bioimages.vanderbilt.edu/ind-baskauf/14557|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14557||
http://bioimages.vanderbilt.edu/ind-baskauf/14570|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14570||
http://bioimages.vanderbilt.edu/ind-baskauf/14582|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14593||
http://bioimages.vanderbilt.edu/ind-baskauf/14594|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14594||
http://bioimages.vanderbilt.edu/ind-baskauf/14597|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14604||
http://bioimages.vanderbilt.edu/ind-baskauf/14620|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14628||
http://bioimages.vanderbilt.edu/ind-baskauf/14629|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14629||
http://bioimages.vanderbilt.edu/ind-baskauf/14635|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14635||
http://bioimages.vanderbilt.edu/ind-baskauf/14637|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14637||
http://bioimages.vanderbilt.edu/ind-baskauf/14648|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14648||
http://bioimages.vanderbilt.edu/ind-baskauf/14654|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14654||
http://bioimages.vanderbilt.edu/ind-baskauf/14657|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14659||
http://bioimages.vanderbilt.edu/ind-baskauf/14660|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14660||
http://bioimages.vanderbilt.edu/ind-baskauf/14668|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14669||
http://bioimages.vanderbilt.edu/ind-baskauf/14672|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14672||
http://bioimages.vanderbilt.edu/ind-baskauf/14695|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.7078|-110.8777|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14716||
http://bioimages.vanderbilt.edu/ind-baskauf/14725|native|2015-07-31T15:56:37-05:00|Individual represents a small population.|||Location determined from Google maps.|31.76087|-110.8879|||colony|http://bioimages.vanderbilt.edu/baskauf/14725||
http://bioimages.vanderbilt.edu/ind-baskauf/14750|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.80085|-110.8943|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14752||
http://bioimages.vanderbilt.edu/ind-baskauf/14759|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.85172|-110.9915|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14770||
http://bioimages.vanderbilt.edu/ind-baskauf/14775|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.85172|-110.9915|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14786||
http://bioimages.vanderbilt.edu/ind-baskauf/14792|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.72911|-111.0629|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14792||
http://bioimages.vanderbilt.edu/ind-baskauf/14809|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.72911|-111.0629|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14809||
http://bioimages.vanderbilt.edu/ind-baskauf/14832|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.72911|-111.0629|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14840||
http://bioimages.vanderbilt.edu/ind-baskauf/14846|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.72911|-111.0629|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14846||
http://bioimages.vanderbilt.edu/ind-baskauf/14848|native|2015-07-31T15:56:37-05:00|Individual represents a small population.|||Location determined from Google maps.|31.72962|-111.0631|||colony|http://bioimages.vanderbilt.edu/baskauf/14848||
http://bioimages.vanderbilt.edu/ind-baskauf/14852|naturalised|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|31.72962|-111.0631|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14852||
http://bioimages.vanderbilt.edu/ind-baskauf/14861|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14867||
http://bioimages.vanderbilt.edu/ind-baskauf/14872|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14872||
http://bioimages.vanderbilt.edu/ind-baskauf/14877|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14877||
http://bioimages.vanderbilt.edu/ind-baskauf/14891|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14891||
http://bioimages.vanderbilt.edu/ind-baskauf/14901|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14901||
http://bioimages.vanderbilt.edu/ind-baskauf/14905|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14905||
http://bioimages.vanderbilt.edu/ind-baskauf/14915|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14915||
http://bioimages.vanderbilt.edu/ind-baskauf/14919|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14919||
http://bioimages.vanderbilt.edu/ind-baskauf/14924|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14924||
http://bioimages.vanderbilt.edu/ind-baskauf/14926|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14926||
http://bioimages.vanderbilt.edu/ind-baskauf/14936|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14938||
http://bioimages.vanderbilt.edu/ind-baskauf/14940|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14940||
http://bioimages.vanderbilt.edu/ind-baskauf/14951|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14951||
http://bioimages.vanderbilt.edu/ind-baskauf/14952|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14952||
http://bioimages.vanderbilt.edu/ind-baskauf/14953|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14953||
http://bioimages.vanderbilt.edu/ind-baskauf/14958|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14958||
http://bioimages.vanderbilt.edu/ind-baskauf/14968|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14968||
http://bioimages.vanderbilt.edu/ind-baskauf/14969|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14969||
http://bioimages.vanderbilt.edu/ind-baskauf/14980|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14980||
http://bioimages.vanderbilt.edu/ind-baskauf/14981|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14981||
http://bioimages.vanderbilt.edu/ind-baskauf/14985|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14985||
http://bioimages.vanderbilt.edu/ind-baskauf/14990|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|32.24335|-111.1669|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/14990||
http://bioimages.vanderbilt.edu/ind-baskauf/15003|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.55746|-83.49611|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15013||
http://bioimages.vanderbilt.edu/ind-baskauf/15019|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.56025|-83.49678|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15019||
http://bioimages.vanderbilt.edu/ind-baskauf/15041|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.55746|-83.49611|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15046||
http://bioimages.vanderbilt.edu/ind-baskauf/15049|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.55676|-83.49643|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15049||
http://bioimages.vanderbilt.edu/ind-baskauf/15118|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|35.6566|-83.58396|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15118||
http://bioimages.vanderbilt.edu/ind-baskauf/15146|naturalised|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.38897|-87.01466|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15146||
http://bioimages.vanderbilt.edu/ind-baskauf/15162|naturalised|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.38897|-87.01466|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15165||
http://bioimages.vanderbilt.edu/ind-baskauf/15166|naturalised|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.38897|-87.01466|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15166||
http://bioimages.vanderbilt.edu/ind-baskauf/15208|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.14709|-86.80328|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15208||
http://bioimages.vanderbilt.edu/ind-baskauf/15291|adventive|2015-07-31T15:56:37-05:00|adventive|||Location determined from Google maps.|36.39333|-87.02147|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15305||
http://bioimages.vanderbilt.edu/ind-baskauf/15335|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.22487|-86.77657|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15335||
http://bioimages.vanderbilt.edu/ind-baskauf/15358|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.36972|-86.98746|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15367||
http://bioimages.vanderbilt.edu/ind-baskauf/15399|managed|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.40256|-87.0238|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15399||
http://bioimages.vanderbilt.edu/ind-baskauf/15444|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.38467|-87.00736|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15444||
http://bioimages.vanderbilt.edu/ind-baskauf/15449|native|2015-07-31T15:56:37-05:00||||Location determined from Google maps.|36.38467|-87.00736|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/15449||
