dcterms_identifier|dwc_establishmentMeans|dcterms_modified|dwc_organismRemarks|dwc_collectionCode|dwc_catalogNumber|dwc_georeferenceRemarks|dwc_decimalLatitude|dwc_decimalLongitude|geo_alt|dwc_organismName|dwc_organismScope|cameo|notes|suppress
http://bioimages.vanderbilt.edu/vanderbilt/12-20|managed|2015-07-31T15:56:37-05:00|Mentioned in 1994 Trees of Vanderbilt book p.73.|vanderbilt|1-714|Location of individual determined from GIS database.|36.14243|-86.79988|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/13307|<div>This tree is in the greenspace on the east side of 21st Ave. S. across from the entrance of the medical arts building.<br/><br/>Red hickory <a href='../baskauf/13293.htm'>leaves</a> usually have seven leaflets (occasionally 5) and its mature buds are usually reddish, in contrast to the <a href='../baskauf/27886.htm'>yellow buds</a> of <a href='../tsn/19227'>bitternut hickory (Carya cordiformes)</a>.  The <a href='../baskauf/13297.htm'>twigs</a> are also more slender than the <a href='../baskauf/13439.htm'>twigs of mockernut hickory</a> (<a href='../tsn/19247'>Carya tomentosa</a>), another hickory with 7 leaflets.  The <a href='../baskauf/13305.htm'>bark</a> is tight, unlike the <a href='../baskauf/13843.htm'>shaggy bark</a> of kingnut hickory (<a href='../tsn/19235'>Carya laciniosa</a>), which also typically has 7 (or 9) leaflets.  To systematically separate hickory species, see the <a href='../tree-key/hickory-key.htm'>key to hickories</a>. The <a href='../baskauf/29803.htm'>fruits of red hickory</a> have a relatively thin husk and their nuts are good to eat. Red hickory is fairly common in middle Tennessee.  However, it often hybridizes with other hickory species (such as shagbark hickory) and so it is sometimes not possible to classify individuals to species unambiguously.  This is the only known red hickory on Vanderbilt's campus. <br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/12-206|managed|2015-07-31T15:56:37-05:00|Described in the 1994 Trees of Vanderbilt p. 82.|vanderbilt|1-845|Location of individual determined from GIS database.|36.14347|-86.79827|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12258|<div>This tree is one of the larger trees in the northwest part of Magnolia Lawn and is surrounded by a bed of mulch.<br/><br/>Cucumber magnolia differs from other magnolias in that its <a href='../baskauf/51163.htm'>flowers</a> are greenish and not particularly attractive. Its common name comes from its <a href='../baskauf/10972.htm'>fruits</a> which are greenish as they develop.&#160; This particular tree has not been seen to produce mature fruit.&#160; Unlike the more well-known southern magnolia, cucumber magnolia looses its <a href='../baskauf/10975.htm'>leaves</a> in the fall.<br/><br/>Cucumber magnolia is rare in the wild in middle Tennessee, but in east Tennessee it is common and is an important timber tree.<br/><br/>This tree is also described on <a href='http://vanderbilt.edu/trees/ofvanderbilt/082'>p. 82 of The Trees of Vanderbilt</a>.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/12-209|managed|2015-07-31T15:56:37-05:00||vanderbilt|1-200|Location of individual determined from GIS database.|36.1438|-86.79843|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/91152|<div>This tree is on the north side of Magnolia Lawn, across from the University School front entrance.<br/><br/>Ashes can be recognized by their pinnately compound, opposite <a href='../baskauf/13383.htm'>leaves</a>.&#160; Green ash is a dioecious species, and this particular tree is a female.&#160; In the fall it provides an opportunity to observe the paddle-shaped <a href='../baskauf/13397.htm'>fruits</a>.&#160; Distinguishing between green ash and white ash (<i><a href='../tsn/32931'>Fraxinus americana</a></i>) can be difficult but the wings on the <a href='../baskauf/13397.htm'>green ash fruits</a> tend to extend along the edge of the fruit towards its base, while the wings of the <a href='../baskauf/25646.htm'>white ash fruits</a> tend to stop at the thick part of the fruit.&#160; Large trees of both white and green ash tend to have <a href='../baskauf/13406.htm'>bark</a> that is broken up into square-ish plates.&#160; Another ash species that is common in middle Tennessee (but not represented in the arboretum) is blue ash (<i><a href='../tsn/32947'>Fraxinus quadrangulata</a></i>).&#160; It is easily distinguished from white and green ash by its <a href='../baskauf/12760.htm'>square twigs</a> which are quite different from the round <a href='../baskauf/17455.htm'>green ash twigs</a> and <a href='../baskauf/12469.htm'>white ash twigs</a>. <br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/12-230|managed|2015-07-31T15:56:37-05:00|Described in the 1994 Trees of Vanderbilt p. 81.|vanderbilt|1-295|Location of individual determined from GIS database.|36.14347|-86.79783|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/10978|<div>This tree is described on <a href='http://vanderbilt.edu/trees/ofvanderbilt/081'>p. 81 of The Trees of Vanderbilt</a>.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/12-38|managed|2015-07-31T15:56:37-05:00||vanderbilt|1-71|Location of individual determined from GIS database.|36.14259|-86.79954|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12235|<div>This tree grows in the small space between the Peabody Library service drive and the main drive west of the library.<br/><br/>This is a typical example of Osage orange.&#160; Notice how the <a href='../baskauf/12241.htm'>branches</a> arch out and downward.&#160; The inner <a href='../baskauf/55527.htm'>bark</a> has a distinctive orangish brown color.&#160; Close examination of the <a href='../baskauf/11169.htm'>twig</a> will reveal small, sharp spines.&#160; This tree is a male and does not produce the wierd lumpy <a href='../baskauf/16060.htm'>green fruits</a> that you may have seen elsewhere in the arboretum.<br/><br/>If it is true that this tree was dispersed by extinct mammals, it may have been saved from extinction by Native Americans who favored its wood for use in bows.&#160; Later, European settlers spread it throughout the central U.S. when they planted it as thick hedges to keep in livestock - hence one of its common names: hedge apple.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/12-41|managed|2015-07-31T15:56:37-05:00||vanderbilt|1-403|Location of individual determined from GIS database.|36.14251|-86.79958|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12229||
http://bioimages.vanderbilt.edu/vanderbilt/12-43|managed|2015-07-31T15:56:37-05:00|Cut down sometime before 2012.|vanderbilt|1-872|Location of individual determined from GIS database.|36.14241|-86.79944|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/54881||
http://bioimages.vanderbilt.edu/vanderbilt/12-53|managed|2015-07-31T15:56:37-05:00|Described in the 1994 Trees of Vanderbilt p. 72.|vanderbilt|1-81|Location of individual determined from GIS database.|36.14172|-86.79967|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12226|<div>Buckeye <a href='../baskauf/12223.htm'>leaves</a> are easily recognized because they are palmately compound (leaflets coming from a common point on their petiole or leaf-stalk) and are oppositely arranged on the <a href='../baskauf/15609.htm'>twig</a>.&#160; Two&#160; species are found in middle Tennessee -- yellow buckeye (<i><a href='../tsn/28717'>Aesculus flava</a></i>) and Ohio buckeye (<i><a href='../tsn/28718'>Aesculus glabra</a></i>) -- although neither species is common.&#160; However, yellow buckeye is one of the dominant species in cove forests of the Smoky Mountains.&#160; It is virtually impossible to tell these two species apart on the basis of their leaves and bark alone.&#160; They are best distinguished by their flowers and fruit.&#160; Yellow buckeye <a href='../baskauf/10611.htm'>flowers</a> are more whitish yellow and have <a href='../baskauf/10613.htm'>petals with unequal length.</a>&#160;<a href='../baskauf/10690.htm'>Ohio buckeye flowers</a> are more greenish yellow and have <a href='../thomas/0014-01-02.htm'>petals with equal length</a>.&#160; The <a href='../baskauf/15091.htm'>fruit</a> of buckeyes is unusual.&#160; Several <a href='../baskauf/15093.htm'>shiny, brown nuts</a> (poisonous to humans) are present inside a thin hull that splits into several pieces.&#160; The <a href='../baskauf/15101.htm'>hull of yellow buckeye</a> is smooth, while the <a href='../baskauf/39880.htm'>hull of Ohio buckeye</a> is spiny.<br/><br/>This tree is described on <a href='http://vanderbilt.edu/trees/ofvanderbilt/072'>p. 72 of The Trees of Vanderbilt</a>.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/12-76|managed|2015-07-31T15:56:37-05:00||vanderbilt|1-506|Location of individual determined from GIS database.|36.1427|-86.79902|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12625|<div>This tree is located between the Peabody Library and Magnolia Circle, just to the west of the sidewalk that leads from Magnolia Circle to the Esplanade.<br/><br/>Pin oak <a href='../kirchoff/em2330.htm'>leaves</a> are distinctive among the oaks, with 5 to 7 lobes that project nearly straight out from the midvein and taper to a point.&#160; The <a href='../kirchoff/em2616.htm'>acorn</a> cups have narrow caps and may have a somewhat striped appearance.  If you <a href='../baskauf/12625.htm'>look up a large tree</a>, you may notice its somewhat striped looking bark and branches which spread out from the main trunk like spokes of a wheel.<br/><br/>In the wild, pin oak would be found only in low, wet areas.&#160; However, it is a commonly planted street tree.&#160; It is present at a number of locations on the Vanderbilt campus.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/12-90|managed|2015-07-31T15:56:37-05:00||vanderbilt|1-13|Location of individual determined from GIS database.|36.14285|-86.79984|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/91123|<div>You can find this tree just east of 21st Ave. S. on the north side of where the Peabody drive exits onto 21st.<br/><br/>Sycamore is a tree that is easy to recognize.&#160; Although its <a href='../baskauf/29666.htm'>leaves</a> are similar to maple leaves, they are arranged alternately on the <a href='../baskauf/15129.htm'>twig</a>, rather than opposite as are maples.&#160; The <a href='../baskauf/10462.htm'>bark</a> of sycamore is one of the most distinctive features of the species.&#160; As the trees age, bark begins to peel off in irregularly shaped chunks.&#160; This gives the tree a &quot;camouflage&quot; look with the different-aged exposed layers having different shades of green and brown.&#160; On young trees and branches, the predominance of whitish bark <a href='../baskauf/10338.htm'>makes the species stand out, especially in the winter time when leaves are absent</a>.<br/><br/>The <a href='../baskauf/10463.htm'>fruit</a> of sycamore is also unique.&#160; The fruit is a hanging ball.&#160; As it matures and dries, hairs attached to the seeds behave as a parachute when the seeds come loose from the ball.<br/><br/>Sycamore is a very common native tree that is usually found along streams and rivers.&#160; On Vanderbilt campus, it is easy to confuse the few sycamore trees with the numerous, non-native London plane trees that have been planted and which look quite similar to sycamore.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/12-94|managed|2015-07-31T15:56:37-05:00||vanderbilt|1-654|Location of individual determined from GIS database.|36.14302|-86.79984|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/16174||
http://bioimages.vanderbilt.edu/vanderbilt/13-12|managed|2015-07-31T15:56:37-05:00|Described in the 1994 Trees of Vanderbilt p. 84.|vanderbilt|1-7|Location of individual determined from GIS database.|36.14318|-86.79771|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12251|<div>As you walk along the entry sidewalk towards the Home Economics Building, you will see this tree on the left.<br/><br/>In general, maple leaves are easy to recognize because they are opposite on the <a href='../baskauf/15332.htm'>twig</a> and have palmate veins.&#160; Silver maple <a href='../baskauf/15323.htm'>leaves</a> have jagged margins with small teeth along the  lobes.&#160; In the spring, silver maple is one of the first trees to <a href='../baskauf/17511.htm'>bloom</a>.&#160; Its winged <a href='../baskauf/19330.htm'>fruits</a> often have one seed of the pair much smaller than the other.<br/><br/>In the wild, silver maple trees are typically seen only in wet areas, such as lowlands along large rivers.&#160; However, it is a commonly planted street tree, so it is very likely to be encountered by city dwellers.<br/><br/>This tree is described on <a href='http://vanderbilt.edu/trees/ofvanderbilt/084'>p. 84 of The Trees of Vanderbilt</a>.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/13-27|managed|2015-07-31T15:56:37-05:00||vanderbilt|1-313|Location of individual determined from GIS database.|36.1436|-86.79752|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12242||
http://bioimages.vanderbilt.edu/vanderbilt/13-38|managed|2015-07-31T15:56:37-05:00||vanderbilt|1-586|Location of individual determined from GIS database.|36.1437|-86.79729|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/50711||
http://bioimages.vanderbilt.edu/vanderbilt/15-154|managed|2015-07-31T15:56:37-05:00|Described in the 1994 Trees of Vanderbilt p. 96.|vanderbilt|1-963|Location of individual determined from GIS database.|36.14147|-86.79903|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12318|<div>This tree grows directly in front of the Cohen Building along the edge of the Esplanade.<br/><br/><i><a href='../tsn/504714'>Quercus muehlenbergii</a></i> (chinkapin oak), <i><a href='../tsn/19279'>Quercus michauxii</a></i> (swamp chestnut oak), <i><a href='../tsn/19300'>Quercus bicolor</a></i> (swamp white oak), and <i><a href='../tsn/19379'>Quercus montana</a></i> (chestnut oak) have similar leaves but can be distinguished by careful examination as well as by their habitat, bark, and acorns. In the wild, chinkapin and chestnut oaks would be found in uplands, while swamp white and swamp chestnut oaks would be found in wetlands.&#160; Therefore it is most important to be able to distinguish between these pairs.<br/><br/>The tips of the lobes (or large teeth) of chinkapin oak <a href='../baskauf/12324.htm'>leaves</a> have <a href='../baskauf/12328.htm'>small glands at their tips</a>.&#160; The glands are best seen using a hand lens.&#160;<a href='../baskauf/13679.htm'>Chestnut oak leaf</a> lobes do <a href='../baskauf/16531.htm'>not have these glands</a>.&#160; The <a href='../baskauf/12050.htm'>bark</a> of chinkapin oaks tends to flake off in long plates, while the <a href='../baskauf/13676.htm'>bark of large chestnut oaks</a> has deep furrows.&#160; When fully ripe, chinkapin oak <a href='../baskauf/16094.htm'>acorns</a> are small and nearly black with light colored caps.&#160;<a href='../baskauf/30175.htm'>Chestnut oak acorns</a> are more of a chestnut brown, large and somewhat bullet-shaped, and have more conical caps.&#160; Chestnut oaks are also typically found on dry ridge tops and slopes, while chinkapin oaks are found in more moderate conditions.<br/><br/>Chinkapin oak is fairly common in this area, although there are few examples on campus.<br/><br/>This tree is described on <a href='http://vanderbilt.edu/trees/ofvanderbilt/096'>p. 96 of The Trees of Vanderbilt</a>.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/15-157|managed|2015-07-31T15:56:37-05:00|Described in the 1994 Trees of Vanderbilt p. 95.|vanderbilt|1-420|Location of individual determined from GIS database.|36.14136|-86.79897|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12313|<div>This tree is along the Esplanade, out from the southeast corner of the Cohen Building and near the sidewalk that crosses the Esplanade.<br/><br/>Both swamp chestnut oak and swamp white oak trees are found naturally in wetlands.&#160; They both have leaves similar to chinkapin oak: shallow rounded lobes (or large rounded teeth) and lower leaf surfaces that appear whitish and may be hairy.&#160; The primary difference in the leaves are in the number of veins.&#160; Swamp chestnut oak <a href='../baskauf/15904.htm'>leaves</a> usually have 9 or more pairs of veins that extend to the lobes, while <a href='../baskauf/12366.htm'>swamp white oak leaves</a> have 5 to 8 pairs of veins with not all extending to the tips of the lobes.<br/><br/>If acorns are available, the two species are fairly easily distinguished.&#160; Swamp chestnut oak <a href='../baskauf/15715.htm'>acorns</a> have short peduncles (stalks) while <a href='../baskauf/16299.htm'>swamp white oak acorns</a> have very long peduncles.<br/><br/>This tree is described on <a href='http://vanderbilt.edu/trees/ofvanderbilt/095'>p. 95 of The Trees of Vanderbilt</a>.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/15-227|managed|2015-07-31T15:56:37-05:00|Described in the 1994 Trees of Vanderbilt p. 90.|vanderbilt|1-491|Location of individual determined from GIS database.|36.1423|-86.79845|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/13122|<div>This tree is described on <a href='http://vanderbilt.edu/trees/ofvanderbilt/090'>p. 90 of The Trees of Vanderbilt</a>.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/2-101|managed|2015-11-04T22:09:10-06:00|Individual is a male.  Described in the 1994 Trees of Vanderbilt p. 15.|vanderbilt|2-185|Location of individual determined from GIS database.|36.14854|-86.8031|150|Galloway's Ginkgo|multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11301|<div>&#34;Galloway's Ginkgo&#34; is the name that has been given to the largest ginkgo in the arboretum, which is found north of Kirkland Hall near the corner of Barnard Hall (behind the iron fence). The story of the origin of this tree is told in a <a href='https://my.vanderbilt.edu/trees/2014/11/ginkgoes/'>blog post</a> and on <a href='http://vanderbilt.edu/trees/ofvanderbilt/015'>page 15 of The Trees of Vanderbilt</a>. One inaccuracy of the account in The Trees of Vanderbilt is that it states that &#34;This particular tree has been the progenitor of many ginkgoes in this area.&#34;  Although this tree may have provided pollen, it did not provide seeds, since it is a male.<br/><br/>This tree has a diameter of 100 cm (39 in.), height of 18 m (59 ft.), and crown spread of 23.5 m (77 ft.). Specimens of this size exhibit the <a href='http://bioimages.vanderbilt.edu/baskauf/11958.htm'>very furrowed bark</a> that is typical of large ginkgoes. The <a href='http://bioimages.vanderbilt.edu/baskauf/11176.htm'>fan-shaped leaves</a> have interesting veins that give the tree its common name &#34;maidenhair tree&#34;.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/2-146|managed|2015-07-31T15:56:37-05:00|Mentioned in the 1994 Trees of Vanderbilt book p. 69.  Cut down about 2008.|vanderbilt|old-2-146|Location of individual determined from GIS database.|36.14786|-86.80357|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12453|<div>This tree is described on <a href='http://vanderbilt.edu/trees/ofvanderbilt/069'>p. 69 of The Trees of Vanderbilt</a>.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/2-40|managed|2015-07-31T15:56:37-05:00||vanderbilt|2-345|Location of individual determined from GIS database.|36.14826|-86.80256|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/43728|<div>You can easily find this tree by looking for it to the left of the front steps of Kirkland Hall.<br/><br/>Chinese or saucer magnolia is actually a hybrid of two magnolia species and is not native to the United States.&#160; However, it is often planted as an ornamental and is more cold-hardy than other magnolias.<br/><br/>These trees are well-known on campus because they frame the front door of the main administration building. Their <a href='../kirchoff/b5183.htm'>beautiful purplish-pink blooms</a> are a sure sign that spring is just around the corner.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/2-43|managed|2015-11-04T22:05:45-06:00|Described in the 1994 Trees of Vanderbilt p. 13.  Former Tennessee state champion.|vanderbilt|2-70|Location of individual determined from GIS database.|36.14802|-86.80255|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/22392|<div>This tree is easy to locate, since it is the rightmost tree up against the south side of Kirkland Hall.<br/><br/>Sweetbay magnolia has typical magnolia <a href='../baskauf/52414.htm'>flowers</a>: large white petals and many stamens and pistils joined in the center.&#160; This type of flower has been considered &quot;primitive&quot; because it isn't adapted to any particular type of <a href='../pages/pollination.htm'>pollinator</a>.&#160; The <a href='../baskauf/52416.htm'>leaves</a> are leathery and white on the lower surface.<br/><br/>Sweetbay does not occur naturally in middle Tennessee.&#160; The two individuals by Kirkland hall are among the largest in the state and this individual on the right is a former state champion, with a diameter of 34 cm (13 in.).<br/><br/>This tree is described on <a href='http://vanderbilt.edu/trees/ofvanderbilt/013'>p. 13 of The Trees of Vanderbilt</a>.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/20-221|managed|2015-07-31T15:56:37-05:00||vanderbilt|5-569|Location of individual determined from GIS database.|36.14096|-86.80657|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/21576||
http://bioimages.vanderbilt.edu/vanderbilt/23-65|managed|2015-07-31T15:56:37-05:00||vanderbilt|old-23-65|Location of individual determined from GIS database.|36.14496|-86.80843|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/38620||
http://bioimages.vanderbilt.edu/vanderbilt/3-105|managed|2015-07-31T15:56:37-05:00||vanderbilt|2-565|Location of individual determined from GIS database.|36.14773|-86.80225|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11281||
http://bioimages.vanderbilt.edu/vanderbilt/3-161|managed|2015-07-31T15:56:37-05:00||vanderbilt|2-499|Location of individual determined from GIS database.|36.1474|-86.80183|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12675|<div>This tree is described on <a href='http://vanderbilt.edu/trees/ofvanderbilt/020'>p. 20 of The Trees of Vanderbilt</a>.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/3-4|managed|2015-07-31T15:56:37-05:00||vanderbilt|2-780|Location of individual determined from GIS database.|36.14798|-86.80209|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/11273|<div>This towering, straight-trunked tree dominates the open space to the south of the Kirkland Hall entry drive.  This particular tree is one of the largest on campus.  At a diameter of 104 cm (41 inches), it doesn't have quite the girth of its <a href='../vanderbilt/1-134.htm'>slightly larger tulip-tree neighbor at the corner of Furman Hall</a>, but it is considerably taller than the Furman tree.<br/><br/>In this example of a large tulip tree, notice the ridged <a href='../baskauf/11275.htm'>bark</a> and <a href='../baskauf/11278.htm'>straight trunk</a> typical of the species.  You can see why it was favored by early European settlers for use in building log cabins.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/3-62|managed|2015-07-31T15:56:37-05:00|No longer extant in 2011.|vanderbilt|old-3-62|Location of individual determined from GIS database.|36.14704|-86.8029|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/12435||
http://bioimages.vanderbilt.edu/vanderbilt/3-63|managed|2015-07-31T15:56:37-05:00||vanderbilt|2-674|Location of individual determined from GIS database.|36.14701|-86.80309|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/89388|<div>This large tree is directly between Neely Auditorium and Rand/Sarratt, near the corner of the Rand terrace. <br/><br/>Elms can be recognized by their lopsided <a href='../baskauf/55139.htm'>leaf</a> bases and <a href='../baskauf/15230.htm'>double-toothed margins</a>.&#160; The surfaces of American elm leaves are somewhat rough, but not as sandpaper-like as the very common slippery elm (<i>Ulmus rubra</i>).&#160; Large elms have a very <a href='../baskauf/12242.htm'>distinctive shape</a> with upward-sweeping branches.&#160; American elm is one of the earliest <a href='../baskauf/17569.htm'>blooming</a> trees and in late spring, the <a href='../baskauf/20950.htm'>ground below the trees is littered</a> with many of the round, tiny, winged <a href='../baskauf/19631.htm'>fruits</a>.&#160; In the south-central U.S., another species, September elm (<i>Ulmus serotina</i>) is virtually indistinguishable from American elm except by the fact that September elm blooms in the fall rather than the spring.<br/><br/>American elm was once one of the most common trees found along streets in cities in the eastern U.S.&#160; Now the Dutch elm disease has wiped out many of these large, beautiful trees.&#160; Vanderbilt campus has an unusual number of large American elm trees.&#160; The disease is spread by bark beetles which feed in dead branches.&#160; By meticulously trimming all dead wood off of the American elms on campus, most of the large trees have been spared the disease.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/4-145|managed|2015-11-03T22:59:00-06:00|This is the Tennessee state champion Japanese zelkova and was planted by Bishop McTyeire, first chair of Vanderbilt University's Board of Trust (The Trees of Vanderbilt, 1994, p.26).|vanderbilt|2-845|Location of individual determined from GIS database.|36.14696|-86.80061|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/79681|<div>This Japanese zelkova tree that stands next to the Owen School is one of the most noteworthy trees in the arboretum.  Of the <a href="http://vanderbilt.edu/trees/about">seven Tennessee state champion trees</a> mentioned in <a href="http://vanderbilt.edu/trees/ofvanderbilt/026">The Trees of Vanderbilt</a> in 1994, this is the only one that is still a reigning champion. One reason for its champion status is its large measured diameter of 60 cm (24 in.).  However, that single measurement underestimates the actual size of the tree, since there are actually a total of four trunks. The smaller three trunks have diameters of 53 cm, 45 cm, and 40 cm, so if the tree had a single trunk, it would be much larger.<br/><br/>Another reason for this tree's fame is that it was said to have been planted by Bishop Holland McTyeire, who was instrumental both in the <a href="http://vanderbilt.edu/trees/history">founding of the university and in planting thousands of trees</a> during its first decades.  At the time of its planting, it stood along the main road that led from the original gates of the university to the entrance of Wesley Hall (now Library Lawn). The tree stands beside a sidewalk that follows the path of that old road.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/4-162|managed|2015-11-03T22:45:57-06:00||vanderbilt|2-411|Location of individual determined from GIS database.|36.14717|-86.80106|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/90672|<div>This Osage orange tree between the iron fence and the east side of Calhoun Hall is the largest on campus. It makes the Top 30 list mostly because of its large diameter of 124 cm (49 in.).  It's &#34;only&#34; 17 m (56 ft.) tall - about half the height of our tallest oaks. This tree was featured on <a href="http://vanderbilt.edu/trees/ofvanderbilt/022">pg. 22 of The Trees of Vanderbilt</a>.<br/><br/>Osage oranges have several distinctive features.  Perhaps the most noticeable feature of this particular tree is the <a href="http://bioimages.vanderbilt.edu/baskauf/55523.htm">orange inner bark</a> that shows through where the bark is cracked. You won't see the <a href="http://bioimages.vanderbilt.edu/baskauf/16060.htm">strange lumpy green fruits</a> under this tree, however, since it's a male.<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/4-214|managed|2015-07-31T15:56:37-05:00|This individual is one of the few females on campus.|vanderbilt|2-1014|Location of individual determined from GIS database.|36.14737|-86.80065|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/91076|<div>This is the largest tree in the corner of Bishops Common near the Owen Graduate School of Management.<br/><br/>Although ginkgo is not native to Tennessee, it is a unique and distinctive tree.&#160; It is unusual because it is a gymnosperm with broad deciduous <a href='../baskauf/11174.htm'>leaves</a>.&#160; (Most gymnosperms have evergreen needles).&#160; The <a href='../baskauf/11176.htm'>fan shaped leaves</a> are unmistakable with their repeatedly dividing veins, which gives the tree its common name &quot;maidenhair tree&quot;.&#160; The leaves are often notched at the tip.&#160; From a distance, the leaves can make the branches look like large pipe cleaners.&#160; The <a href='../baskauf/11958.htm'>bark</a> of large trees is also distinctive with deep furrows and ridges.<br/><br/>Ginkgo is dioecious and this particular tree is a female.&#160; In the summer you can find the ground below the tree littered with the &quot;fruits&quot; of the tree which are technically <a href='../baskauf/19346.htm'>cones</a>.&#160; The mature female cones stink like vomit and for that reason, most people prefer to plant only male trees.  Most female trees are cut down after people get fed up with the stink. Until about 2007, there were several female ginkgo trees on Peabody campus until so many people complained about them that they were removed. This particular tree is one of only two female ginkgos left in the arboretum.  The other is on the <a href='https://www.google.com/maps/@36.1461573,-86.8043049,3a,90y,304.34h,83.99t/data=!3m4!1e1!3m2!1s6UpQCED4jkZsMzbV-OL4GQ!2e0'>corner of Vanderbilt Place and West Side Row</a>.<br/><br/>Ginkgos were thought to be extinct until they were discovered growing in China in the last century.&#160; They are now widely planted in cities and towns.  So this tree is a survivor in more ways than one!<br/><br/></div>|
http://bioimages.vanderbilt.edu/vanderbilt/5-107|managed|2015-07-31T15:56:37-05:00||vanderbilt|3-76|Location of individual determined from GIS database.|36.14732|-86.80433|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/55531||
http://bioimages.vanderbilt.edu/vanderbilt/5-115|managed|2015-07-31T15:56:37-05:00||vanderbilt|3-462|Location of individual determined from GIS database.|36.14758|-86.80453|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/55533||
http://bioimages.vanderbilt.edu/vanderbilt/5-140|managed|2015-07-31T15:56:37-05:00|Mentioned in 1994 Trees of Vanderbilt book p.66.|vanderbilt|3-222|Location of individual determined from GIS database.|36.14731|-86.80468|||multicellular organism|http://bioimages.vanderbilt.edu/baskauf/16150|<div>This tree is described on <a href='http://vanderbilt.edu/trees/ofvanderbilt/066'>p. 66 of The Trees of Vanderbilt</a>.<br/><br/></div>|
