ubioID|dcterms_identifier|dwc_kingdom|dwc_class|dwc_order|dwc_family|dwc_genus|dwc_specificEpithet|dwc_infraspecificEpithet|dwc_taxonRank|dwc_scientificNameAuthorship|dwc_vernacularName|dcterms_modified
449655|20879|Plantae|Magnoliopsida|Polygonales|Polygonaceae|Polygonum|bistortoides||species|Pursh|American bistort|2015-09-21T18:09:43-05:00
449691|20924|Plantae|Magnoliopsida|Polygonales|Polygonaceae|Polygonum|scandens||species|L.|climbing false buckwheat|2015-09-21T18:09:43-05:00
449696|20931|Plantae|Magnoliopsida|Polygonales|Polygonaceae|Polygonum|virginianum||species|L.|jumpseed|2015-09-21T18:09:43-05:00
462319|36438|Plantae|Magnoliopsida|Asterales|Asteraceae|Polymnia|canadensis||species|L.|whiteflower leafcup|2015-09-21T18:09:43-05:00
446973|17675|Plantae|Filicopsida|Polypodiales|Dryopteridaceae|Polystichum|acrostichoides||species|(Michx.) Schott|Christmas fern|2015-09-21T18:09:43-05:00
443230|15762|Plantae|Bryopsida|Polytrichales|Polytrichaceae|Polytrichum|juniperinum||species|Hedw.|juniper polytrichum moss|2015-09-21T18:09:43-05:00
467196|42620|Plantae|Liliopsida|Liliales|Pontederiaceae|Pontederia|cordata||species|L.|pickerelweed|2015-09-21T18:09:43-05:00
450998|22445|Plantae|Magnoliopsida|Salicales|Salicaceae|Populus|deltoides||species|W. Bartram ex Marshall|eastern cottonwood|2015-09-21T18:09:43-05:00
451014|22463|Plantae|Magnoliopsida|Salicales|Salicaceae|Populus|grandidentata||species|Michx.|bigtooth aspen|2015-09-21T18:09:43-05:00
470660|195773|Plantae|Magnoliopsida|Salicales|Salicaceae|Populus|tremuloides||species|Michx.|quaking aspen|2015-09-21T18:09:43-05:00
452926|24742|Plantae|Magnoliopsida|Rosales|Rosaceae|Potentilla|recta||species|L.|sulphur cinquefoil|2015-09-21T18:09:43-05:00
452932|24751|Plantae|Magnoliopsida|Rosales|Rosaceae|Potentilla|simplex||species|Michx.|common cinquefoil|2015-09-21T18:09:43-05:00
454732|26879|Plantae|Magnoliopsida|Fabales|Fabaceae|Prosopis|glandulosa||species|Torr.|honey mesquite|2015-09-21T18:09:43-05:00
454736|26883|Plantae|Magnoliopsida|Fabales|Fabaceae|Prosopis|velutina||species|Wooton|velvet mesquite|2015-09-21T18:09:43-05:00
459260|32381|Plantae|Magnoliopsida|Lamiales|Lamiaceae|Prunella|vulgaris||species|L.|common selfheal|2015-09-21T18:09:43-05:00
452941|24763|Plantae|Magnoliopsida|Rosales|Rosaceae|Prunus|americana||species|Marshall|American plum|2015-09-21T18:09:43-05:00
452946|24768|Plantae|Magnoliopsida|Rosales|Rosaceae|Prunus|angustifolia||species|Marshall|Chickasaw plum|2015-09-21T18:09:43-05:00
452969|24793|Plantae|Magnoliopsida|Rosales|Rosaceae|Prunus|munsoniana||species|W. Wight & Hedrick|wild goose plum|2015-09-21T18:09:43-05:00
452975|24799|Plantae|Magnoliopsida|Rosales|Rosaceae|Prunus|pensylvanica||species|L. f.|pin cherry|2015-09-21T18:09:43-05:00
452943|24765|Plantae|Magnoliopsida|Rosales|Rosaceae|Prunus|persica||species|(L.) Batsch|peach|2015-09-21T18:09:43-05:00
452942|24764|Plantae|Magnoliopsida|Rosales|Rosaceae|Prunus|serotina||species|Ehrh.|black cherry|2015-09-21T18:09:43-05:00
452982|24806|Plantae|Magnoliopsida|Rosales|Rosaceae|Prunus|virginiana||species|L.|chokecherry|2015-09-21T18:09:43-05:00
478390|507657|Plantae|Magnoliopsida|Asterales|Asteraceae|Pseudognaphalium|obtusifolium||species|(L.) Hilliard & B.L. Burtt|rabbit-tobacco|2015-09-21T18:09:43-05:00
480042|524600|Plantae|Liliopsida|Cyperales|Poaceae|Pseudoroegneria|spicata|spicata|subspecies|(Pursh) Á. Löve|bluebunch wheatgrass|2015-09-21T18:09:43-05:00
468935|183424|Plantae|Pinopsida|Pinales|Pinaceae|Pseudotsuga|menziesii||species|(Mirb.) Franco|Douglas-fir|2015-09-21T18:09:43-05:00
446465|17008|Plantae|Psilopsida|Psilotales|Psilotaceae|Psilotum|nudum||species|(L.) P. Beauv.|whisk fern|2015-09-21T18:09:43-05:00
277125|17224|Plantae|Filicopsida|Polypodiales|Dennstaedtiaceae|Pteridium|aquilinum||species|(L.) Kuhn|western brackenfern|2015-09-21T18:09:43-05:00
475500|504683|Plantae|Magnoliopsida|Fabales|Fabaceae|Pueraria|montana||species|(Lour.) Merr.|kudzu|2015-09-21T18:09:43-05:00
459490|32667|Plantae|Magnoliopsida|Lamiales|Lamiaceae|Pycnanthemum|pycnanthemoides||species|(Leavenworth) Fernald|southern mountainmint|2015-09-21T18:09:43-05:00
483526|529935|Plantae|Magnoliopsida|Lamiales|Lamiaceae|Pycnanthemum|verticillatum|pilosum|variety|(Michx.) Pers.|whorled mountainmint|2015-09-21T18:09:43-05:00
463795|38324|Plantae|Magnoliopsida|Asterales|Asteraceae|Pyrrhopappus|carolinianus||species|(Walter) DC.|Carolina desert-chicory|2015-09-21T18:09:43-05:00
477889|507140|Plantae|Magnoliopsida|Asterales|Asteraceae|Pyrrhopappus|pauciflorus||species|(D. Don) DC.|smallflower desert-chicory|2015-09-21T18:09:43-05:00
475523|504706|Plantae|Magnoliopsida|Rosales|Rosaceae|Pyrus|calleryana||species|Decne.|Callery pear|2015-09-21T18:09:43-05:00
453394|25295|Plantae|Magnoliopsida|Rosales|Rosaceae|Pyrus|communis||species|L.|common pear|2015-09-21T18:09:43-05:00
448316|19276|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|||genus||oak|2015-09-21T18:09:43-05:00
470322|195162|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|acutissima||species|Carruthers|sawtooth oak|2015-09-21T18:09:43-05:00
448328|19290|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|alba||species|L.|white oak|2015-09-21T18:09:43-05:00
448338|19300|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|bicolor||species|Willd.|swamp white oak|2015-09-21T18:09:43-05:00
448348|19312|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|chrysolepis||species|Liebm.|canyon live oak|2015-09-21T18:09:43-05:00
448326|19288|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|coccinea||species|Münchh.|scarlet oak|2015-09-21T18:09:43-05:00
448317|19277|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|falcata||species|Michx.|southern red oak|2015-09-21T18:09:43-05:00
448372|19337|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|gambelii||species|Nutt.|Gambel oak|2015-09-21T18:09:43-05:00
448375|19340|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|garryana||species|Douglas ex Hook.|Oregon white oak|2015-09-21T18:09:43-05:00
448391|19357|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|hypoleucoides||species|A. Camus|silverleaf oak|2015-09-21T18:09:43-05:00
448393|19359|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|imbricaria||species|Michx.|shingle oak|2015-09-21T18:09:43-05:00
448401|19367|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|laevis||species|Walter|turkey oak|2015-09-21T18:09:43-05:00
448404|19370|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|lobata||species|Née|valley oak|2015-09-21T18:09:43-05:00
448318|19278|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|lyrata||species|Walter|overcup oak|2015-09-21T18:09:43-05:00
448325|19287|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|macrocarpa||species|Michx.|bur oak|2015-09-21T18:09:43-05:00
448408|19374|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|marilandica||species|Münchh.|blackjack oak|2015-09-21T18:09:43-05:00
448319|19279|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|michauxii||species|Nutt.|swamp chestnut oak|2015-09-21T18:09:43-05:00
601938|19379|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|montana||species|Willd.|chestnut oak|2015-09-21T18:09:43-05:00
475531|504714|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|muehlenbergii||species|Engelm.|chinquapin oak|2015-09-21T18:09:43-05:00
448418|19385|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|myrtifolia||species|Willd.|myrtle oak|2015-09-21T18:09:43-05:00
448320|19280|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|nigra||species|L.|water oak|2015-09-21T18:09:43-05:00
470346|195195|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|pagoda||species|Raf.|cherrybark oak|2015-09-21T18:09:43-05:00
448321|19281|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|palustris||species|Münchh.|pin oak|2015-09-21T18:09:43-05:00
448322|19282|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|phellos||species|L.|willow oak|2015-09-21T18:09:43-05:00
448439|19408|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|rubra||species|L.|northern red oak|2015-09-21T18:09:43-05:00
448448|19417|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|shumardii||species|Buckley|Shumard's oak|2015-09-21T18:09:43-05:00
448452|19422|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|stellata||species|Wangenh.|post oak|2015-09-21T18:09:43-05:00
448472|19447|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|velutina||species|Lam.|black oak|2015-09-21T18:09:43-05:00
448323|19283|Plantae|Magnoliopsida|Fagales|Fagaceae|Quercus|virginiana||species|Mill.|live oak|2015-09-21T18:09:43-05:00
447714|18559|Plantae|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculus|abortivus||species|L.|littleleaf buttercup|2015-09-21T18:09:43-05:00
447743|18594|Plantae|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculus|bulbosus||species|L.|St. Anthony's turnip|2015-09-21T18:09:43-05:00
447749|18602|Plantae|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculus|fascicularis||species|Muhl. ex Bigelow|early buttercup|2015-09-21T18:09:43-05:00
447758|18613|Plantae|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculus|hispidus||species|Michx.|bristly buttercup|2015-09-21T18:09:43-05:00
447784|18641|Plantae|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculus|recurvatus||species|Poir.|blisterwort|2015-09-21T18:09:43-05:00
447788|18645|Plantae|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculus|sardous||species|Crantz|hairy buttercup|2015-09-21T18:09:43-05:00
463809|38343|Plantae|Magnoliopsida|Asterales|Asteraceae|Ratibida|pinnata||species|(Vent.) Barnhart|pinnate prairie coneflower|2015-09-21T18:09:43-05:00
455404|27685|Plantae|Magnoliopsida|Myrtales|Melastomataceae|Rhexia|mariana||species|L.|Maryland meadowbeauty|2015-09-21T18:09:43-05:00
277000|27791|Plantae|Magnoliopsida|Rhizophorales|Rhizophoraceae|Rhizophora|mangle||species|L.|red mangrove|2015-09-21T18:09:43-05:00
452094|23701|Plantae|Magnoliopsida|Ericales|Ericaceae|Rhododendron|alabamense||species|Rehder|Alabama azalea|2015-09-21T18:09:43-05:00
452095|23702|Plantae|Magnoliopsida|Ericales|Ericaceae|Rhododendron|albiflorum||species|Hook.|Cascade azalea|2015-09-21T18:09:43-05:00
452100|23707|Plantae|Magnoliopsida|Ericales|Ericaceae|Rhododendron|calendulaceum||species|(Michx.) Torr.|flame azalea|2015-09-21T18:09:43-05:00
452107|23714|Plantae|Magnoliopsida|Ericales|Ericaceae|Rhododendron|catawbiense||species|Michx.|Catawba rosebay|2015-09-21T18:09:43-05:00
452112|23720|Plantae|Magnoliopsida|Ericales|Ericaceae|Rhododendron|macrophyllum||species|D. Don ex G. Don|Pacific rhododendron|2015-09-21T18:09:43-05:00
452113|23721|Plantae|Magnoliopsida|Ericales|Ericaceae|Rhododendron|maximum||species|L.|great laurel|2015-09-21T18:09:43-05:00
452118|23726|Plantae|Magnoliopsida|Ericales|Ericaceae|Rhododendron|periclymenoides||species|(Michx.) Shinners|pink azalea|2015-09-21T18:09:43-05:00
452119|23727|Plantae|Magnoliopsida|Ericales|Ericaceae|Rhododendron|prinophyllum||species|(Small) Millais|early azalea|2015-09-21T18:09:43-05:00
456251|28779|Plantae|Magnoliopsida|Sapindales|Anacardiaceae|Rhus|aromatica||species|Aiton|fragrant sumac|2015-09-21T18:09:43-05:00
475570|504754|Plantae|Magnoliopsida|Sapindales|Anacardiaceae|Rhus|copallinum||species|L.|winged sumac|2015-09-21T18:09:43-05:00
456252|28782|Plantae|Magnoliopsida|Sapindales|Anacardiaceae|Rhus|glabra||species|L.|smooth sumac|2015-09-21T18:09:43-05:00
456260|28791|Plantae|Magnoliopsida|Sapindales|Anacardiaceae|Rhus|trilobata||species|Nutt.|skunkbush sumac|2015-09-21T18:09:43-05:00
475580|504764|Plantae|Magnoliopsida|Fabales|Fabaceae|Rhynchosia|latifolia||species|Nutt. ex Torr. & A. Gray|prairie snoutbean|2015-09-21T18:09:43-05:00
483620|530043|Plantae|Magnoliopsida|Rosales|Grossulariaceae|Ribes|aureum|villosum|variety|Pursh|golden currant|2015-09-21T18:09:43-05:00
455937|28393|Plantae|Magnoliopsida|Euphorbiales|Euphorbiaceae|Ricinus|communis||species|L.|castorbean|2015-09-21T18:09:43-05:00
454194|26191|Plantae|Magnoliopsida|Fabales|Fabaceae|Robinia|hispida||species|L.|bristly locust|2015-09-21T18:09:43-05:00
475620|504804|Plantae|Magnoliopsida|Fabales|Fabaceae|Robinia|pseudoacacia||species|L.|black locust|2015-09-21T18:09:43-05:00
452984|24808|Plantae|Magnoliopsida|Rosales|Rosaceae|Rosa|carolina||species|L.|Carolina rose|2015-09-21T18:09:43-05:00
453006|24833|Plantae|Magnoliopsida|Rosales|Rosaceae|Rosa|multiflora||species|Thunb.|multiflora rose|2015-09-21T18:09:43-05:00
453012|24839|Plantae|Magnoliopsida|Rosales|Rosaceae|Rosa|setigera||species|Michx.|climbing rose|2015-09-21T18:09:43-05:00
277115|24848|Plantae|Magnoliopsida|Rosales|Rosaceae|Rubus|||genus||blackberry|2015-09-21T18:09:43-05:00
453033|24866|Plantae|Magnoliopsida|Rosales|Rosaceae|Rubus|allegheniensis||species|Porter|Allegheny blackberry|2015-09-21T18:09:43-05:00
453042|24877|Plantae|Magnoliopsida|Rosales|Rosaceae|Rubus|argutus||species|Link|sawtooth blackberry|2015-09-21T18:09:43-05:00
453074|24921|Plantae|Magnoliopsida|Rosales|Rosaceae|Rubus|flagellaris||species|Willd.|northern dewberry|2015-09-21T18:09:43-05:00
453027|24854|Plantae|Magnoliopsida|Rosales|Rosaceae|Rubus|occidentalis||species|L.|black raspberry|2015-09-21T18:09:43-05:00
453136|24997|Plantae|Magnoliopsida|Rosales|Rosaceae|Rubus|odoratus||species|L.|purpleflowering raspberry|2015-09-21T18:09:43-05:00
453145|25007|Plantae|Magnoliopsida|Rosales|Rosaceae|Rubus|parviflorus||species|Nutt.|thimbleberry|2015-09-21T18:09:43-05:00
462589|36770|Plantae|Magnoliopsida|Asterales|Asteraceae|Rudbeckia|fulgida||species|Aiton|orange coneflower|2015-09-21T18:09:43-05:00
462586|36765|Plantae|Magnoliopsida|Asterales|Asteraceae|Rudbeckia|hirta||species|L.|blackeyed Susan|2015-09-21T18:09:43-05:00
462593|36775|Plantae|Magnoliopsida|Asterales|Asteraceae|Rudbeckia|laciniata||species|L.|cutleaf coneflower|2015-09-21T18:09:43-05:00
462601|36784|Plantae|Magnoliopsida|Asterales|Asteraceae|Rudbeckia|triloba||species|L.|browneyed Susan|2015-09-21T18:09:43-05:00
460831|34373|Plantae|Magnoliopsida|Scrophulariales|Acanthaceae|Ruellia|caroliniensis||species|(J.F. Gmel.) Steud.|Carolina wild petunia|2015-09-21T18:09:43-05:00
485850|565466|Plantae|Magnoliopsida|Scrophulariales|Acanthaceae|Ruellia|humilis||species|Nutt.|fringeleaf wild petunia|2015-09-21T18:09:43-05:00
460845|34390|Plantae|Magnoliopsida|Scrophulariales|Acanthaceae|Ruellia|strepens||species|L.|limestone wild petunia|2015-09-21T18:09:43-05:00
449699|20934|Plantae|Magnoliopsida|Polygonales|Polygonaceae|Rumex|acetosella||species|L.|common sheep sorrel|2015-09-21T18:09:43-05:00
449702|20937|Plantae|Magnoliopsida|Polygonales|Polygonaceae|Rumex|crispus||species|L.|curly dock|2015-09-21T18:09:43-05:00
449704|20939|Plantae|Magnoliopsida|Polygonales|Polygonaceae|Rumex|obtusifolius||species|L.|bitter dock|2015-09-21T18:09:43-05:00
457276|30005|Plantae|Magnoliopsida|Gentianales|Gentianaceae|Sabatia|angularis||species|(L.) Pursh|rosepink|2015-09-21T18:09:43-05:00
457281|30010|Plantae|Magnoliopsida|Gentianales|Gentianaceae|Sabatia|campestris||species|Nutt.|Texas star|2015-09-21T18:09:43-05:00
457288|30017|Plantae|Magnoliopsida|Gentianales|Gentianaceae|Sabatia|quadrangula||species|Wilbur|fourangle rose gentian|2015-09-21T18:09:43-05:00
451058|22516|Plantae|Magnoliopsida|Salicales|Salicaceae|Salix|caroliniana||species|Michx.|coastal plain willow|2015-09-21T18:09:43-05:00
451030|22484|Plantae|Magnoliopsida|Salicales|Salicaceae|Salix|nigra||species|Marshall|black willow|2015-09-21T18:09:43-05:00
2330464|504981|Plantae|Magnoliopsida|Salicales|Salicaceae|Salix|×sepulcralis||species|Simonkai|weeping willow|2015-09-21T18:09:43-05:00
451040|22496|Plantae|Magnoliopsida|Salicales|Salicaceae|Salix|sericea||species|Marshall|silky willow|2015-09-21T18:09:43-05:00
459518|32699|Plantae|Magnoliopsida|Lamiales|Lamiaceae|Salvia|azurea||species|Michx. ex Lam.|azure blue sage|2015-09-21T18:09:43-05:00
459527|32708|Plantae|Magnoliopsida|Lamiales|Lamiaceae|Salvia|davidsonii||species|Greenm.|Davidson's sage|2015-09-21T18:09:43-05:00
459509|32690|Plantae|Magnoliopsida|Lamiales|Lamiaceae|Salvia|lyrata||species|L.|lyreleaf sage|2015-09-21T18:09:43-05:00
459564|32750|Plantae|Magnoliopsida|Lamiales|Lamiaceae|Salvia|urticifolia||species|L.|nettleleaf sage|2015-09-21T18:09:43-05:00
480500|525079|Plantae|Magnoliopsida|Dipsacales|Caprifoliaceae|Sambucus|nigra|canadensis|subspecies|L.|American black elderberry|2015-09-21T18:09:43-05:00
480501|525080|Plantae|Magnoliopsida|Dipsacales|Caprifoliaceae|Sambucus|nigra|cerulea|subspecies|L.|blue elderberry|2015-09-21T18:09:43-05:00
480502|525081|Plantae|Magnoliopsida|Dipsacales|Caprifoliaceae|Sambucus|nigra|nigra|subspecies|L.|European black elderberry|2015-09-21T18:09:43-05:00
461606|35326|Plantae|Magnoliopsida|Dipsacales|Caprifoliaceae|Sambucus|racemosa||species|L.|red elderberry|2015-09-21T18:09:43-05:00
448078|18990|Plantae|Magnoliopsida|Papaverales|Papaveraceae|Sanguinaria|canadensis||species|L.|bloodroot|2015-09-21T18:09:43-05:00
457143|29850|Plantae|Magnoliopsida|Apiales|Apiaceae|Sanicula|canadensis||species|L.|Canadian blacksnakeroot|2015-09-21T18:09:43-05:00
448939|20039|Plantae|Magnoliopsida|Caryophyllales|Caryophyllaceae|Saponaria|officinalis||species|L.|bouncingbet|2015-09-21T18:09:43-05:00
450649|21996|Plantae|Magnoliopsida|Nepenthales|Sarraceniaceae|Sarracenia|flava||species|L.|yellow pitcherplant|2015-09-21T18:09:43-05:00
450646|21993|Plantae|Magnoliopsida|Nepenthales|Sarraceniaceae|Sarracenia|purpurea||species|L.|purple pitcherplant|2015-09-21T18:09:43-05:00
447385|18158|Plantae|Magnoliopsida|Laurales|Lauraceae|Sassafras|albidum||species|(Nutt.) Nees|sassafras|2015-09-21T18:09:43-05:00
447439|18221|Plantae|Magnoliopsida|Piperales|Saururaceae|Saururus|cernuus||species|L.|lizard's tail|2015-09-21T18:09:43-05:00
452566|24301|Plantae|Magnoliopsida|Rosales|Saxifragaceae|Saxifraga|texana||species|Buckley|Texas saxifrage|2015-09-21T18:09:43-05:00
452567|24302|Plantae|Magnoliopsida|Rosales|Saxifragaceae|Saxifraga|tolmiei||species|Torr. & A. Gray|Tolmie's saxifrage|2015-09-21T18:09:43-05:00
452568|24303|Plantae|Magnoliopsida|Rosales|Saxifragaceae|Saxifraga|virginiensis||species|Michx.|early saxifrage|2015-09-21T18:09:43-05:00
466783|42076|Plantae|Liliopsida|Cyperales|Poaceae|Schizachyrium|scoparium||species|(Michx.) Nash|little bluestem|2015-09-21T18:09:43-05:00
467547|43025|Plantae|Liliopsida|Liliales|Liliaceae|Schoenolirion|croceum||species|(Michx.) Alph. Wood|yellow sunnybell|2015-09-21T18:09:43-05:00
460580|34037|Plantae|Magnoliopsida|Scrophulariales|Scrophulariaceae|Scrophularia|marilandica||species|L.|carpenter's square|2015-09-21T18:09:43-05:00
459606|32796|Plantae|Magnoliopsida|Lamiales|Lamiaceae|Scutellaria|elliptica||species|Muhl. ex Spreng.|hairy skullcap|2015-09-21T18:09:43-05:00
459585|32772|Plantae|Magnoliopsida|Lamiales|Lamiaceae|Scutellaria|ovata||species|Hill|heartleaf skullcap|2015-09-21T18:09:43-05:00
459589|32776|Plantae|Magnoliopsida|Lamiales|Lamiaceae|Scutellaria|parvula||species|Michx.|small skullcap|2015-09-21T18:09:43-05:00
452454|24157|Plantae|Magnoliopsida|Rosales|Crassulaceae|Sedum|pulchellum||species|Michx.|widowscross|2015-09-21T18:09:43-05:00
452462|24167|Plantae|Magnoliopsida|Rosales|Crassulaceae|Sedum|sarmentosum||species|Bunge|stringy stonecrop|2015-09-21T18:09:43-05:00
452475|24184|Plantae|Magnoliopsida|Rosales|Crassulaceae|Sedum|ternatum||species|Michx.|woodland stonecrop|2015-09-21T18:09:43-05:00
446489|17066|Plantae|Lycopodiopsida|Selaginellales|Selaginellaceae|Selaginella|apoda||species|(L.) Spring|meadow spikemoss|2015-09-21T18:09:43-05:00
446510|17088|Plantae|Lycopodiopsida|Selaginellales|Selaginellaceae|Selaginella|oregana||species|D.C. Eaton|Oregon spikemoss|2015-09-21T18:09:43-05:00
475958|505160|Plantae|Magnoliopsida|Fabales|Fabaceae|Senna|marilandica||species|(L.) Link|Maryland senna|2015-09-21T18:09:43-05:00
468941|183435|Plantae|Pinopsida|Pinales|Cupressaceae|Sequoia|sempervirens||species|(Lamb. ex D. Don) Endl.|redwood|2015-09-21T18:09:43-05:00
468943|183438|Plantae|Pinopsida|Pinales|Cupressaceae|Sequoiadendron|giganteum||species|(Lindl.) J. Buchholz|giant sequoia|2015-09-21T18:09:43-05:00
467105|42508|Plantae|Liliopsida|Arecales|Arecaceae|Serenoa|repens||species|(W. Bartram) Small|saw palmetto|2015-09-21T18:09:43-05:00
478553|507837|Plantae|Magnoliopsida|Fabales|Fabaceae|Sesbania|herbacea||species|(Mill.) McVaugh|bigpod sesbania|2015-09-21T18:09:43-05:00
461536|35237|Plantae|Magnoliopsida|Rubiales|Rubiaceae|Sherardia|arvensis||species|L.|blue fieldmadder|2015-09-21T18:09:43-05:00
450411|21732|Plantae|Magnoliopsida|Malvales|Malvaceae|Sida|spinosa||species|L.|prickly fanpetals|2015-09-21T18:09:43-05:00
476018|505220|Plantae|Magnoliopsida|Ebenales|Sapotaceae|Sideroxylon|lycioides||species|L.|buckthorn bully|2015-09-21T18:09:43-05:00
485901|565517|Plantae|Magnoliopsida|Caryophyllales|Caryophyllaceae|Silene|latifolia||species|Poir.|bladder campion|2015-09-21T18:09:43-05:00
480137|524706|Plantae|Magnoliopsida|Caryophyllales|Caryophyllaceae|Silene|latifolia|alba|subspecies|Poir.|bladder campion|2015-09-21T18:09:43-05:00
449004|20109|Plantae|Magnoliopsida|Caryophyllales|Caryophyllaceae|Silene|regia||species|Sims|royal catchfly|2015-09-21T18:09:43-05:00
449021|20127|Plantae|Magnoliopsida|Caryophyllales|Caryophyllaceae|Silene|stellata||species|(L.) W.T. Aiton|widowsfrill|2015-09-21T18:09:43-05:00
449035|20141|Plantae|Magnoliopsida|Caryophyllales|Caryophyllaceae|Silene|virginica||species|L.|fire pink|2015-09-21T18:09:43-05:00
449036|20142|Plantae|Magnoliopsida|Caryophyllales|Caryophyllaceae|Silene|vulgaris||species|(Moench) Garcke|maidenstears|2015-09-21T18:09:43-05:00
463850|38387|Plantae|Magnoliopsida|Asterales|Asteraceae|Silphium|asteriscus||species|L.|starry rosinweed|2015-09-21T18:09:43-05:00
463861|38401|Plantae|Magnoliopsida|Asterales|Asteraceae|Silphium|laciniatum||species|L.|compassplant|2015-09-21T18:09:43-05:00
463862|38402|Plantae|Magnoliopsida|Asterales|Asteraceae|Silphium|mohrii||species|Small|Mohr's rosinweed|2015-09-21T18:09:43-05:00
463863|38403|Plantae|Magnoliopsida|Asterales|Asteraceae|Silphium|perfoliatum||species|L.|cup plant|2015-09-21T18:09:43-05:00
485904|565520|Plantae|Magnoliopsida|Asterales|Asteraceae|Silphium|terebinthinaceum||species|Jacq.|prairie rosinweed|2015-09-21T18:09:43-05:00
455687|28030|Plantae|Magnoliopsida|Euphorbiales|Simmondsiaceae|Simmondsia|chinensis||species|(Link) C.K. Schneid.|jojoba|2015-09-21T18:09:43-05:00
467727|43241|Plantae|Liliopsida|Liliales|Iridaceae|Sisyrinchium|albidum||species|Raf.|white blue-eyed grass|2015-09-21T18:09:43-05:00
467726|43240|Plantae|Liliopsida|Liliales|Iridaceae|Sisyrinchium|angustifolium||species|Mill.|narrowleaf blue-eyed grass|2015-09-21T18:09:43-05:00
467804|43341|Plantae|Liliopsida|Liliales|Smilacaceae|Smilax|bona-nox||species|L.|saw greenbrier|2015-09-21T18:09:43-05:00
467805|43342|Plantae|Liliopsida|Liliales|Smilacaceae|Smilax|glauca||species|Walter|cat greenbrier|2015-09-21T18:09:43-05:00
467807|43346|Plantae|Liliopsida|Liliales|Smilacaceae|Smilax|rotundifolia||species|L.|roundleaf greenbrier|2015-09-21T18:09:43-05:00
457600|30413|Plantae|Magnoliopsida|Solanales|Solanaceae|Solanum|carolinense||species|L.|Carolina horsenettle|2015-09-21T18:09:43-05:00
485909|565525|Plantae|Magnoliopsida|Solanales|Solanaceae|Solanum|nigrum||species|L.|black nightshade|2015-09-21T18:09:43-05:00
457633|30454|Plantae|Magnoliopsida|Solanales|Solanaceae|Solanum|rostratum||species|Dunal|buffalobur nightshade|2015-09-21T18:09:43-05:00
462173|36238|Plantae|Magnoliopsida|Asterales|Asteraceae|Solidago|caesia||species|L.|wreath goldenrod|2015-09-21T18:09:43-05:00
462162|36224|Plantae|Magnoliopsida|Asterales|Asteraceae|Solidago|canadensis||species|L.|Canada goldenrod|2015-09-21T18:09:43-05:00
462182|36259|Plantae|Magnoliopsida|Asterales|Asteraceae|Solidago|gigantea||species|Aiton|giant goldenrod|2015-09-21T18:09:43-05:00
463880|38424|Plantae|Magnoliopsida|Asterales|Asteraceae|Sonchus|asper||species|(L.) Hill|spiny sowthistle|2015-09-21T18:09:43-05:00
453418|25319|Plantae|Magnoliopsida|Rosales|Rosaceae|Sorbus|americana||species|Marshall|American mountain ash|2015-09-21T18:09:43-05:00
466809|42111|Plantae|Liliopsida|Cyperales|Poaceae|Sorghum|halepense||species|(L.) Pers.|Johnsongrass|2015-09-21T18:09:43-05:00
476122|505330|Plantae|Magnoliopsida|Gentianales|Loganiaceae|Spigelia|marilandica||species|(L.) L.|woodland pinkroot|2015-09-21T18:09:43-05:00
453432|25335|Plantae|Magnoliopsida|Rosales|Rosaceae|Spiraea|japonica||species|L. f.|Japanese meadowsweet|2015-09-21T18:09:43-05:00
