ubioID,tsnID,class,order,family,primula,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,vernacularName,changed
480332,524904,Magnoliopsida,Scrophulariales,Scrophulariaceae,Castilleja,exserta,latifolia,subspecies,(A. Heller) T.I. Chuang & Heckard,wideleaf Indian paintbrush,0
480333,524905,Magnoliopsida,Scrophulariales,Scrophulariaceae,Castilleja,exserta,venusta,subspecies,(A. Heller) T.I. Chuang & Heckard,exserted Indian paintbrush,0
480334,524906,Magnoliopsida,Scrophulariales,Scrophulariaceae,Castilleja,rubicundula,lithospermoides,subspecies,(Jeps.) T.I. Chuang & Heckard,cream sacs,0
480335,524907,Magnoliopsida,Scrophulariales,Scrophulariaceae,Castilleja,rubicundula,rubicundula,subspecies,(Jeps.) T.I. Chuang & Heckard,cream sacs,0
480339,524911,Magnoliopsida,Asterales,Asteraceae,Cirsium,parryi,mogollonicum,subspecies,(A. Gray) Petr.,Mogollon thistle,0
480340,524912,Magnoliopsida,Asterales,Asteraceae,Cirsium,parryi,parryi,subspecies,(A. Gray) Petr.,Parry's thistle,0
480341,524913,Magnoliopsida,Myrtales,Onagraceae,Clarkia,concinna,raichei,subspecies,(Fisch. & C.A. Mey.) Greene,Raiche's clarkia,0
480342,524914,Magnoliopsida,Myrtales,Onagraceae,Clarkia,speciosa,nitens,subspecies,F.H. Lewis & M.E. Lewis,redspot clarkia,0
480343,524915,Magnoliopsida,Myrtales,Onagraceae,Clarkia,xantiana,parviflora,subspecies,A. Gray,Kern Canyon clarkia,0
480344,524916,Magnoliopsida,Myrtales,Onagraceae,Clarkia,xantiana,xantiana,subspecies,A. Gray,gunsight clarkia,0
480345,524917,Magnoliopsida,Capparales,Brassicaceae,Coincya,monensis,recurvata,subspecies,(L.) Greuter & Burdet,star-mustard,0
480346,524918,Magnoliopsida,Asterales,Asteraceae,Crepis,modocensis,glareosa,subspecies,Greene,Modoc hawksbeard,0
480347,524919,Magnoliopsida,Fabales,Fabaceae,Crotalaria,virgulata,grantiana,subspecies,Klotzsch,Grant's rattlebox,0
480348,524920,Pinopsida,Pinales,Cupressaceae,Cupressus,goveniana,goveniana,subspecies,Gord.,Gowen cypress,0
480349,524921,Liliopsida,Liliales,Liliaceae,Dichelostemma,capitatum,capitatum,subspecies,(Benth.) Alph. Wood,bluedicks,0
480350,524922,Liliopsida,Liliales,Liliaceae,Dichelostemma,capitatum,pauciflorum,subspecies,(Benth.) Alph. Wood,bluedicks,0
1735379,524924,Magnoliopsida,Dipsacales,Dipsacaceae,Dipsacus,fullonum,sylvestris,subspecies,(Huds.) Clapham ,Fuller's teasel,0
656625,524925,Magnoliopsida,Primulales,Primulaceae,Dodecatheon,conjugens,conjugens,subspecies,Greene,Bonneville shootingstar,0
656626,524926,Magnoliopsida,Primulales,Primulaceae,Dodecatheon,meadia,meadia,subspecies,L.,shooting star,0
480355,524927,Magnoliopsida,Rosales,Crassulaceae,Dudleya,abramsii,bettinae,subspecies,Rose,San Luis Obispo serpentine dudleya,0
480356,524928,Magnoliopsida,Rosales,Crassulaceae,Dudleya,abramsii,parva,subspecies,Rose,Conejo dudleya,0
480357,524929,Magnoliopsida,Malvales,Malvaceae,Eremalche,parryi,kernensis,subspecies,(Greene) Greene,Kern mallow,0
480358,524930,Magnoliopsida,Malvales,Malvaceae,Eremalche,parryi,parryi,subspecies,(Greene) Greene,Parry's mallow,0
480359,524931,Magnoliopsida,Geraniales,Geraniaceae,Erodium,cicutarium,bipinnatum,subspecies,(L.) L'Her. ex Aiton,redstem stork's bill,0
480360,524932,Magnoliopsida,Capparales,Brassicaceae,Erysimum,menziesii,eurekense,subspecies,(Hook.) Wettst.,Humboldt wallflower,0
480361,524933,Magnoliopsida,Capparales,Brassicaceae,Erysimum,menziesii,menziesii,subspecies,(Hook.) Wettst.,Menzies' wallflower,0
480362,524934,Magnoliopsida,Capparales,Brassicaceae,Erysimum,menziesii,yadonii,subspecies,(Hook.) Wettst.,Yadon's wallflower,0
480363,524935,Magnoliopsida,Papaverales,Papaveraceae,Eschscholzia,minutiflora,covillei,subspecies,S. Watson,Coville's poppy,0
480364,524936,Magnoliopsida,Papaverales,Papaveraceae,Eschscholzia,minutiflora,minutiflora,subspecies,S. Watson,pygmy poppy,0
480365,524937,Magnoliopsida,Papaverales,Papaveraceae,Eschscholzia,minutiflora,twisselmannii,subspecies,S. Watson,Red Rock poppy,0
480366,524938,Magnoliopsida,Rhamnales,Rhamnaceae,Frangula,betulifolia,betulifolia,subspecies,(Greene) V. Grub.,beechleaf frangula,0
480367,524939,Magnoliopsida,Rhamnales,Rhamnaceae,Frangula,betulifolia,obovata,subspecies,(Greene) V. Grub.,obovate buckthorn,0
480368,524940,Magnoliopsida,Rhamnales,Rhamnaceae,Frangula,californica,californica,subspecies,(Eschsch.) A. Gray,California buckthorn,0
480369,524941,Magnoliopsida,Rhamnales,Rhamnaceae,Frangula,californica,crassifolia,subspecies,(Eschsch.) A. Gray,California buckthorn,0
480370,524942,Magnoliopsida,Rhamnales,Rhamnaceae,Frangula,californica,cuspidata,subspecies,(Eschsch.) A. Gray,California buckthorn,0
480371,524943,Magnoliopsida,Rhamnales,Rhamnaceae,Frangula,californica,occidentalis,subspecies,(Eschsch.) A. Gray,California buckthorn,0
480372,524944,Magnoliopsida,Rhamnales,Rhamnaceae,Frangula,californica,tomentella,subspecies,(Eschsch.) A. Gray,California buckthorn,0
480373,524945,Magnoliopsida,Rhamnales,Rhamnaceae,Frangula,californica,ursina,subspecies,(Eschsch.) A. Gray,California buckthorn,0
480374,524946,Magnoliopsida,Rhamnales,Rhamnaceae,Frangula,rubra,modocensis,subspecies,(Greene) V. Grub.,Modoc buckthorn,0
480375,524947,Magnoliopsida,Rhamnales,Rhamnaceae,Frangula,rubra,nevadensis,subspecies,(Greene) V. Grub.,Nevada buckthorn,0
480376,524948,Magnoliopsida,Rhamnales,Rhamnaceae,Frangula,rubra,obtusissima,subspecies,(Greene) V. Grub.,obtuse buckthorn,0
480377,524949,Magnoliopsida,Rhamnales,Rhamnaceae,Frangula,rubra,rubra,subspecies,(Greene) V. Grub.,red buckthorn,0
480378,524950,Magnoliopsida,Rhamnales,Rhamnaceae,Frangula,rubra,yosemitana,subspecies,(Greene) V. Grub.,Yosemite buckthorn,0
480379,524951,Magnoliopsida,Rhamnales,Rhamnaceae,Frangula,sphaerosperma,longipes,subspecies,(Sw.) Kartesz & Gandhi,West Indian buckthorn,0
480380,524952,Magnoliopsida,Rosales,Rosaceae,Horkelia,californica,californica,subspecies,Cham. & Schltdl.,California horkelia,0
480381,524953,Magnoliopsida,Rosales,Rosaceae,Horkelia,californica,dissita,subspecies,Cham. & Schltdl.,California horkelia,0
480382,524954,Magnoliopsida,Rosales,Rosaceae,Horkelia,californica,frondosa,subspecies,Cham. & Schltdl.,California horkelia,0
656741,524955,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis,spicata,orchidacea,subspecies,(Nutt.) V.E. Grant,orchid ipomopsis,0
480385,524957,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis,spicata,tridactyla,subspecies,(Nutt.) V.E. Grant,spiked ipomopsis,0
480386,524958,Liliopsida,Juncales,Juncaceae,Juncus,acutus,leopoldii,subspecies,L.,Leopold's rush,0
480387,524959,Magnoliopsida,Asterales,Asteraceae,Lagophylla,ramosissima,congesta,subspecies,Nutt.,branched lagophylla,0
480388,524960,Magnoliopsida,Asterales,Asteraceae,Lagophylla,ramosissima,ramosissima,subspecies,Nutt.,branched lagophylla,0
480389,524961,Liliopsida,Liliales,Liliaceae,Lilium,pardalinum,shastense,subspecies,Kellogg,Shasta lily,0
480390,524962,Magnoliopsida,Campanulales,Campanulaceae,Lobelia,dunbarii,dunbarii,subspecies,Rock,Waihanau lobelia,0
480391,524963,Magnoliopsida,Campanulales,Campanulaceae,Lobelia,dunbarii,paniculata,subspecies,Rock,Waihanau lobelia,0
480392,524964,Magnoliopsida,Ebenales,Sapotaceae,Manilkara,bidentata,surinamensis,subspecies,(A. DC.) A. Chev,Surinam bulletwood,0
480393,524965,Magnoliopsida,Lamiales,Lamiaceae,Monardella,antonina,antonina,subspecies,Hardham,San Antonio Hills monardella,0
480394,524966,Magnoliopsida,Lamiales,Lamiaceae,Monardella,antonina,benitensis,subspecies,Hardham,San Benito monardella,0
656853,524967,Magnoliopsida,Lamiales,Lamiaceae,Monardella,douglasii,douglasii,subspecies,Benth.,Douglas' monardella,0
480396,524968,Magnoliopsida,Lamiales,Lamiaceae,Monardella,douglasii,venosa,subspecies,Benth.,veiny monardella,0
480397,524969,Magnoliopsida,Lamiales,Lamiaceae,Monardella,villosa,franciscana,subspecies,Benth.,coyote mint,0
480398,524970,Magnoliopsida,Lamiales,Lamiaceae,Monardella,villosa,globosa,subspecies,Benth.,robust coyote mint,0
480399,524971,Magnoliopsida,Lamiales,Lamiaceae,Monardella,villosa,obispoensis,subspecies,Benth.,San Luis Obispo coyote mint,0
480400,524972,Magnoliopsida,Solanales,Polemoniaceae,Navarretia,hamata,parviloba,subspecies,Greene,small-lobe navarretia,0
480401,524973,Magnoliopsida,Scrophulariales,Scrophulariaceae,Orthocarpus,cuspidatus,copelandii,subspecies,Greene,Copeland's owl's-clover,0
480402,524974,Magnoliopsida,Scrophulariales,Scrophulariaceae,Orthocarpus,cuspidatus,cryptanthus,subspecies,Greene,cryptantha owl's-clover,0
480403,524975,Magnoliopsida,Scrophulariales,Scrophulariaceae,Orthocarpus,cuspidatus,cuspidatus,subspecies,Greene,Siskiyou Mountain owl's-clover,0
480404,524976,Magnoliopsida,Scrophulariales,Scrophulariaceae,Orthocarpus,tolmiei,holmgreniorum,subspecies,Hook. & Arn.,Noel's owl's-clover,0
480405,524977,Magnoliopsida,Scrophulariales,Scrophulariaceae,Orthocarpus,tolmiei,tolmiei,subspecies,Hook. & Arn.,Tolmie's owl's-clover,0
276958,524978,Liliopsida,Cyperales,Poaceae,Panicum,miliaceum,miliaceum,subspecies,L.,broomcorn millet,0
276958,524979,Liliopsida,Cyperales,Poaceae,Panicum,miliaceum,ruderale,subspecies,L.,broomcorn millet,0
480408,524980,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,chartacea,chartacea,subspecies,Fernald,paper nailwort,0
480409,524981,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,chartacea,minima,subspecies,Fernald,paper nailwort,0
480410,524982,Magnoliopsida,Scrophulariales,Scrophulariaceae,Penstemon,crandallii,taosensis,subspecies,A. Nelson,Taos penstemon,0
480411,524983,Magnoliopsida,Euphorbiales,Euphorbiaceae,Phyllanthus,niruri,niruri,subspecies,L.,gale of the wind,0
480412,524984,Liliopsida,Cyperales,Poaceae,Poa,abbreviata,marshii,subspecies,R. Br.,Marsh's bluegrass,0
480413,524985,Liliopsida,Cyperales,Poaceae,Poa,arctica,lanata,subspecies,R. Br.,arctic bluegrass,0
480414,524986,Liliopsida,Cyperales,Poaceae,Poa,hartzii,alaskana,subspecies,Gandog.,Alaskan bluegrass,0
480416,524988,Liliopsida,Cyperales,Poaceae,Poa,laxa,banffiana,subspecies,Haenke,Banff bluegrass,0
480418,524990,Magnoliopsida,Lamiales,Lamiaceae,Pogogyne,douglasii,minor,subspecies,Benth.,Douglas' mesamint,0
480419,524991,Magnoliopsida,Polygonales,Polygonaceae,Polygonum,polygaloides,polygaloides,subspecies,Wall. ex Meisn.,milkwort knotweed,0
480420,524992,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,umbraticola,coronata,subspecies,Kunth,wingpod purslane,0
480421,524994,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,umbraticola,umbraticola,subspecies,Kunth,wingpod purslane,0
657006,524998,Magnoliopsida,Rhamnales,Rhamnaceae,Rhamnus,davurica,davurica,subspecies,Pall.,Dahurian buckthorn,0
480426,524999,Magnoliopsida,Rhamnales,Rhamnaceae,Rhamnus,davurica,nipponica,subspecies,Pall.,Dahurian buckthorn,0
480427,525000,Magnoliopsida,Rhamnales,Rhamnaceae,Rhamnus,lanceolata,glabrata,subspecies,Pursh,lanceleaf buckthorn,0
657007,525001,Magnoliopsida,Rhamnales,Rhamnaceae,Rhamnus,lanceolata,lanceolata,subspecies,Pursh,lanceleaf buckthorn,0
480429,525002,Magnoliopsida,Rosales,Rosaceae,Rosa,stellata,abyssa,subspecies,Woot.,desert rose,0
480430,525003,Magnoliopsida,Caryophyllales,Chenopodiaceae,Salsola,kali,kali,subspecies,L.,Russian thistle,0
480431,525005,Magnoliopsida,Primulales,Primulaceae,Samolus,valerandi,valerandi,subspecies,L.,seaside brookweed,0
480433,525010,Magnoliopsida,Scrophulariales,Scrophulariaceae,Scrophularia,canina,canina,subspecies,L.,dog figwort,0
480434,525011,Magnoliopsida,Scrophulariales,Scrophulariaceae,Scrophularia,canina,hoppii,subspecies,L.,Hopp's figwort,0
480437,525014,Magnoliopsida,Scrophulariales,Scrophulariaceae,Triphysaria,eriantha,eriantha,subspecies,(Benth.) T.I. Chuang & Heckard,johnny-tuck,0
480438,525015,Magnoliopsida,Scrophulariales,Scrophulariaceae,Triphysaria,eriantha,rosea,subspecies,(Benth.) T.I. Chuang & Heckard,johnny-tuck,0
480439,525016,Magnoliopsida,Scrophulariales,Scrophulariaceae,Triphysaria,versicolor,faucibarbatus,subspecies,Fisch. & C.A. Mey.,yellowbeak owl's-clover,0
480440,525017,Magnoliopsida,Scrophulariales,Scrophulariaceae,Triphysaria,versicolor,versicolor,subspecies,Fisch. & C.A. Mey.,yellowbeak owl's-clover,0
480441,525018,Magnoliopsida,Violales,Violaceae,Viola,lobata,integrifolia,subspecies,Benth.,pine violet,0
480442,525019,Magnoliopsida,Violales,Violaceae,Viola,pinetorum,grisea,subspecies,Greene,goosefoot yellow violet,0
480443,525020,Magnoliopsida,Violales,Violaceae,Viola,pinetorum,pinetorum,subspecies,Greene,goosefoot yellow violet,0
480444,525021,Magnoliopsida,Violales,Violaceae,Viola,purpurea,quercetorum,subspecies,Kellogg,goosefoot violet,0
480445,525022,Liliopsida,Liliales,Liliaceae,Triteleia,ixioides,unifolia,subspecies,(W.T. Aiton) Greene,prettyface,0
,525026,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,loxophleba,loxophleba,subspecies,Benth.,eucalyptus,0
,525027,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,spathulata,spathulata,subspecies,Hook.,eucalyptus,0
480450,525028,Liliopsida,Cyperales,Poaceae,Stipa,caucasica,glareosa,subspecies,Schmalh.,needlegrass,0
480451,525029,Liliopsida,Liliales,Agavaceae,Agave,parryi,neomexicana,subspecies,Engelm.,Parry's agave,0
480452,525030,Magnoliopsida,Asterales,Asteraceae,Antennaria,friesiana,neoalaskana,subspecies,(Trautv.) Ekman,Fries' pussytoes,0
480453,525031,Magnoliopsida,Asterales,Asteraceae,Antennaria,luzuloides,aberrans,subspecies,Torr. & A. Gray,rush pussytoes,0
480454,525032,Magnoliopsida,Asterales,Asteraceae,Antennaria,luzuloides,luzuloides,subspecies,Torr. & A. Gray,rush pussytoes,0
480456,525034,Magnoliopsida,Asterales,Asteraceae,Artemisia,arbuscula,longicaulis,subspecies,Nutt.,little sagebrush,0
480459,525037,Magnoliopsida,Asterales,Asteraceae,Dicoria,canescens,brandegeei,subspecies,A. Gray,desert twinbugs,0
480460,525038,Magnoliopsida,Asterales,Asteraceae,Dicoria,canescens,wetherillii,subspecies,A. Gray,desert twinbugs,0
480461,525039,Magnoliopsida,Asterales,Asteraceae,Ericameria,nauseosa,consimilis,subspecies,(Pall. ex Pursh) G.L. Nesom & Baird,rubber rabbitbrush,0
656642,525040,Magnoliopsida,Asterales,Asteraceae,Ericameria,nauseosa,nauseosa,subspecies,(Pall. ex Pursh) G.L. Nesom & Baird,rubber rabbitbrush,0
480463,525041,Magnoliopsida,Asterales,Asteraceae,Erigeron,acris,kamtschaticus,subspecies,L.,bitter fleabane,0
480464,525042,Magnoliopsida,Asterales,Asteraceae,Hemizonia,congesta,leucocephala,subspecies,DC.,hayfield tarweed,0
480465,525043,Magnoliopsida,Asterales,Asteraceae,Hemizonia,congesta,luzulifolia,subspecies,DC.,hayfield tarweed,0
480466,525044,Magnoliopsida,Asterales,Asteraceae,Hemizonia,congesta,tracyi,subspecies,DC.,hayfield tarweed,0
480467,525045,Magnoliopsida,Asterales,Asteraceae,Heterotheca,sessiliflora,bolanderi,subspecies,(Nutt.) Shinners,sessileflower false goldenaster,0
656733,525046,Magnoliopsida,Asterales,Asteraceae,Heterotheca,sessiliflora,echioides,subspecies,(Nutt.) Shinners,sessileflower false goldenaster,0
656734,525047,Magnoliopsida,Asterales,Asteraceae,Heterotheca,sessiliflora,fastigiata,subspecies,(Nutt.) Shinners,sessileflower false goldenaster,0
480470,525048,Magnoliopsida,Asterales,Asteraceae,Heterotheca,sessiliflora,sessiliflora,subspecies,(Nutt.) Shinners,sessileflower false goldenaster,0
480471,525049,Magnoliopsida,Asterales,Asteraceae,Leontodon,taraxacoides,longirostris,subspecies,(Vill.) Merat,lesser hawkbit,0
480472,525050,Magnoliopsida,Asterales,Asteraceae,Leontodon,taraxacoides,taraxacoides,subspecies,(Vill.) Merat,lesser hawkbit,0
480473,525051,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium,canescens,beneolens,subspecies,(DC.) W.A. Weber,Wright's cudweed,0
480474,525052,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium,canescens,canescens,subspecies,(DC.) W.A. Weber,Wright's cudweed,0
480475,525053,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium,canescens,microcephalum,subspecies,(DC.) W.A. Weber,Wright's cudweed,0
480476,525054,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium,canescens,thermale,subspecies,(DC.) W.A. Weber,Wright's cudweed,0
480477,525055,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium,helleri,helleri,subspecies,(Britton) Anderb.,Heller's cudweed,0
480478,525056,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium,helleri,micradenium,subspecies,(Britton) Anderb.,Heller's cudweed,0
480479,525057,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium,obtusifolium,obtusifolium,subspecies,(L.) Hilliard & B.L. Burtt,rabbit-tobacco,0
480480,525058,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium,obtusifolium,praecox,subspecies,(L.) Hilliard & B.L. Burtt,rabbit-tobacco,0
480481,525059,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium,obtusifolium,saxicola,subspecies,(L.) Hilliard & B.L. Burtt,rabbit-tobacco,0
,525064,Magnoliopsida,Asterales,Asteraceae,Tripleurospermum,maritimum,maritimum,subspecies,(L.) W.D.J. Koch,false mayweed,0
,525065,Magnoliopsida,Asterales,Asteraceae,Tripleurospermum,maritimum,phaeocephalum,subspecies,(L.) W.D.J. Koch,false mayweed,0
480488,525066,Magnoliopsida,Capparales,Brassicaceae,Braya,glabella,glabella,subspecies,Richardson,smooth northern-rockcress,0
480489,525067,Magnoliopsida,Capparales,Brassicaceae,Braya,glabella,purpurascens,subspecies,Richardson,smooth northern-rockcress,0
480490,525068,Magnoliopsida,Capparales,Brassicaceae,Descurainia,paradisa,nevadensis,subspecies,(A. Nelson & Kennedy) O.E. Schulz,paradise tansymustard,0
480491,525069,Magnoliopsida,Capparales,Brassicaceae,Descurainia,paradisa,paradisa,subspecies,(A. Nelson & Kennedy) O.E. Schulz,paradise tansymustard,0
480492,525070,Magnoliopsida,Capparales,Brassicaceae,Erysimum,insulare,insulare,subspecies,Greene,island wallflower,0
480493,525071,Magnoliopsida,Capparales,Brassicaceae,Erysimum,insulare,suffrutescens,subspecies,Greene,island wallflower,0
480494,525072,Magnoliopsida,Capparales,Brassicaceae,Erysimum,menziesii,concinnum,subspecies,(Hook.) Wettst.,curly wallflower,0
480495,525073,Magnoliopsida,Capparales,Brassicaceae,Streptanthus,maculatus,maculatus,subspecies,Nutt.,clasping jewelflower,0
480496,525074,Magnoliopsida,Capparales,Brassicaceae,Streptanthus,maculatus,obtusifolius,subspecies,Nutt.,clasping jewelflower,0
480498,525076,Magnoliopsida,Caryophyllales,Cactaceae,Sclerocactus,brevihamatus,tobuschii,subspecies,(Engelm.) D.R. Hunt,shorthook fishhook cactus,0
480500,525079,Magnoliopsida,Dipsacales,Caprifoliaceae,Sambucus,nigra,canadensis,subspecies,L.,American black elderberry,0
480501,525080,Magnoliopsida,Dipsacales,Caprifoliaceae,Sambucus,nigra,cerulea,subspecies,L.,blue elderberry,0
480502,525081,Magnoliopsida,Dipsacales,Caprifoliaceae,Sambucus,nigra,nigra,subspecies,L.,European black elderberry,0
480504,525083,Magnoliopsida,Rosales,Crassulaceae,Dudleya,pulverulenta,arizonica,subspecies,(Nutt.) Britton & Rose,chalk dudleya,0
480505,525084,Magnoliopsida,Rosales,Crassulaceae,Dudleya,pulverulenta,pulverulenta,subspecies,(Nutt.) Britton & Rose,chalk dudleya,0
480508,525087,Magnoliopsida,Ericales,Ericaceae,Arctostaphylos,mewukka,mewukka,subspecies,Merriam,Indian manzanita,0
480509,525088,Magnoliopsida,Ericales,Ericaceae,Arctostaphylos,mewukka,truei,subspecies,Merriam,True's manzanita,0
480510,525089,Magnoliopsida,Ericales,Ericaceae,Arctostaphylos,stanfordiana,decumbens,subspecies,Parry,Rincon manzanita,0
480511,525090,Magnoliopsida,Ericales,Ericaceae,Arctostaphylos,tomentosa,daciticola,subspecies,(Pursh) Lindl.,dacite manzanita,0
480512,525091,Magnoliopsida,Euphorbiales,Euphorbiaceae,Chamaesyce,deltoidea,adhaerens,subspecies,(Engelm. ex Chapm.) Small,wedge sandmat,0
480513,525092,Magnoliopsida,Euphorbiales,Euphorbiaceae,Chamaesyce,deltoidea,pinetorum,subspecies,(Engelm. ex Chapm.) Small,wedge sandmat,0
480515,525095,Liliopsida,Liliales,Iridaceae,Gladiolus,communis,communis,subspecies,L.,cornflag,0
480516,525096,Liliopsida,Liliales,Liliaceae,Lilium,pardalinum,pitkinense,subspecies,Kellogg,Pitkin Marsh lily,0
480517,525097,Liliopsida,Liliales,Liliaceae,Lilium,pardalinum,wigginsii,subspecies,Kellogg,Wiggins' lily,0
480518,525098,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,lutea,rubrodisca,subspecies,(L.) Sm.,yellow pond-lily,0
480520,525100,Magnoliopsida,Myrtales,Onagraceae,Oenothera,californica,californica,subspecies,(S. Watson) S. Watson,California evening primrose,0
480521,525101,Magnoliopsida,Myrtales,Onagraceae,Oenothera,californica,eurekensis,subspecies,(S. Watson) S. Watson,Eureka Dunes evening primrose,0
480522,525102,Liliopsida,Orchidales,Orchidaceae,Piperia,elegans,decurtata,subspecies,(Lindl.) Rydb.,elegant piperia,0
480523,525103,Liliopsida,Orchidales,Orchidaceae,Piperia,elegans,elegans,subspecies,(Lindl.) Rydb.,elegant piperia,0
480524,525104,Magnoliopsida,Papaverales,Papaveraceae,Papaver,nudicaule,americanum,subspecies,L.,Icelandic poppy,0
480525,525105,Liliopsida,Cyperales,Poaceae,Achnatherum,nelsonii,dorei,subspecies,(Scribn.) Barkworth,Dore's needlegrass,0
480526,525107,Liliopsida,Cyperales,Poaceae,Achnatherum,nelsonii,nelsonii,subspecies,(Scribn.) Barkworth,Columbia needlegrass,0
480527,525108,Liliopsida,Cyperales,Poaceae,Achnatherum,occidentale,californicum,subspecies,(Thurb.) Barkworth,California needlegrass,0
480528,525109,Liliopsida,Cyperales,Poaceae,Achnatherum,occidentale,occidentale,subspecies,(Thurb.) Barkworth,western needlegrass,0
480529,525110,Liliopsida,Cyperales,Poaceae,Achnatherum,occidentale,pubescens,subspecies,(Thurb.) Barkworth,pubescent western needlegrass,0
480530,525111,Liliopsida,Cyperales,Poaceae,Elymus,elymoides,brevifolius,subspecies,(Raf.) Swezey,squirreltail,0
480531,525112,Liliopsida,Cyperales,Poaceae,Elymus,elymoides,californicus,subspecies,(Raf.) Swezey,squirreltail,0
480532,525113,Liliopsida,Cyperales,Poaceae,Elymus,elymoides,elymoides,subspecies,(Raf.) Swezey,squirreltail,0
480533,525114,Liliopsida,Cyperales,Poaceae,Elymus,elymoides,hordeoides,subspecies,(Raf.) Swezey,squirreltail,0
480534,525116,Liliopsida,Cyperales,Poaceae,Hesperostipa,comata,comata,subspecies,(Trin. & Rupr.) Barkworth,needle and thread,0
480535,525117,Liliopsida,Cyperales,Poaceae,Hesperostipa,comata,intermedia,subspecies,(Trin. & Rupr.) Barkworth,intermediate needle and thread,0
480536,525118,Liliopsida,Cyperales,Poaceae,Hordeum,brachyantherum,brachyantherum,subspecies,Nevski,meadow barley,0
480537,525119,Liliopsida,Cyperales,Poaceae,Hordeum,brachyantherum,californicum,subspecies,Nevski,California barley,0
480539,525121,Magnoliopsida,Solanales,Polemoniaceae,Navarretia,myersii,deminuta,subspecies,Allen & Day,Myers' pincushionplant,0
480540,525122,Magnoliopsida,Solanales,Polemoniaceae,Navarretia,myersii,myersii,subspecies,Allen & Day,Myers' pincushionplant,0
480541,525123,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,exigua,exigua,subspecies,Torr. & A. Gray,serpentine springbeauty,0
480542,525124,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,exigua,glauca,subspecies,Torr. & A. Gray,serpentine springbeauty,0
480543,525125,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,parviflora,grandiflora,subspecies,Douglas ex Hook.,streambank springbeauty,0
480544,525126,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,parviflora,parviflora,subspecies,Douglas ex Hook.,streambank springbeauty,0
480545,525127,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,parviflora,utahensis,subspecies,Douglas ex Hook.,streambank springbeauty,0
480546,525128,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,parviflora,viridis,subspecies,Douglas ex Hook.,streambank springbeauty,0
480547,525129,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,perfoliata,intermontana,subspecies,Donn ex Willd.,miner's lettuce,0
480548,525130,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,perfoliata,mexicana,subspecies,Donn ex Willd.,miner's lettuce,0
480549,525131,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,rubra,depressa,subspecies,(Howell) Tidestr.,redstem springbeauty,0
480550,525132,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,rubra,rubra,subspecies,(Howell) Tidestr.,redstem springbeauty,0
480551,525133,Magnoliopsida,Primulales,Primulaceae,Dodecatheon,dentatum,utahense,subspecies,Hook.,white shootingstar,0
480552,525134,Magnoliopsida,Primulales,Primulaceae,Dodecatheon,hendersonii,hansenii,subspecies,A. Gray,mosquito bills,0
480553,525135,Magnoliopsida,Ranunculales,Ranunculaceae,Aconitum,columbianum,viviparum,subspecies,Nutt.,Columbian monkshood,0
480554,525136,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,bicolor,bicolor,subspecies,Nutt.,little larkspur,0
480555,525137,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,bicolor,calcicola,subspecies,Nutt.,little larkspur,0
480556,525138,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,menziesii,pallidum,subspecies,DC.,Menzies' larkspur,0
480557,525139,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,nuttallii,nuttallii,subspecies,A. Gray,upland larkspur,0
480558,525140,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,nuttallii,ochroleucum,subspecies,A. Gray,upland larkspur,0
480559,525141,Magnoliopsida,Rosales,Rosaceae,Potentilla,drummondii,breweri,subspecies,Lehm.,Drummond's cinquefoil,0
