ubioID,tsnID,class,order,family,primula,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,vernacularName,changed
426486,1147,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,commune,,species,Vaucher Ex Bornet and Flahault,star jelly,0
235943,14002,Ascomycetes,Lecanorales,Bacidiaceae,Bacidia,,,genus,,dotted lichen,0
236233,14005,Ascomycetes,Lecanorales,Physciaceae,Buellia,,,genus,,disc lichen,0
236200,14009,Ascomycetes,Lecanorales,Parmeliaceae,Parmelia,,,genus,,shield lichen,0
440554,14010,Ascomycetes,Lecanorales,Parmeliaceae,Parmelia,saxatilis,,species,(L.) Ach.,shield lichen,0
440555,14011,Ascomycetes,Lecanorales,Parmeliaceae,Parmelia,sulcata,,species,Taylor,shield lichen,0
236208,14012,Ascomycetes,Lecanorales,Parmeliaceae,Platismatia,,,genus,,ragged lichen,0
440556,14013,Ascomycetes,Lecanorales,Parmeliaceae,Platismatia,lacunosa,,species,(Ach.) W.L. Culb. & C.F. Culb.,ragged lichen,0
236086,14015,Ascomycetes,Lecanorales,Lecanoraceae,Lecanora,,,genus,,rim lichen,0
440557,14016,Ascomycetes,Lecanorales,Lecanoraceae,Lecanora,aleutica,,species,H. Magn.,Aleutian rim lichen,0
440558,14017,Ascomycetes,Lecanorales,Lecanoraceae,Lecanora,straminea,,species,Ach.,rim lichen,0
236374,14018,Ascomycetes,Lecanorales,Pertusariaceae,Ochrolechia,,,genus,,crabseye lichen,0
440559,14019,Ascomycetes,Lecanorales,Pertusariaceae,Ochrolechia,frigida,,species,(Sw.) Lynge,cold crabseye lichen,0
236375,14021,Ascomycetes,Lecanorales,Pertusariaceae,Pertusaria,,,genus,,pore lichen,0
236246,14024,Ascomycetes,Lecanorales,Physciaceae,Physcia,,,genus,,rosette lichen,0
440561,14025,Ascomycetes,Lecanorales,Physciaceae,Physcia,caesia,,species,(Hoffm.) Furnr.,rosette lichen,0
440562,14026,Ascomycetes,Lecanorales,Physciaceae,Physcia,dubia,,species,(Hoffm.) Lettau,rosette lichen,0
236005,14028,Ascomycetes,Lecanorales,Stereocaulaceae,Pilophorus,,,genus,,nail lichen,0
440563,14029,Ascomycetes,Lecanorales,Stereocaulaceae,Pilophorus,acicularis,,species,(Ach.) Th. Fr.,nail lichen,0
236357,14031,Ascomycetes,Peltigerales,Peltigeraceae,Peltigera,,,genus,,felt lichen,0
440564,14032,Ascomycetes,Peltigerales,Peltigeraceae,Peltigera,membranacea,,species,(Ach.) Nyl.,membraneous felt lichen,0
236389,14035,Ascomycetes,Teloschistales,Teloschistaceae,Caloplaca,,,genus,,orange lichen,0
440566,14036,Ascomycetes,Teloschistales,Teloschistaceae,Caloplaca,granulosa,,species,(Mull. Arg.) Jatta,granulose orange lichen,0
236281,14041,Ascomycetes,Lecanorales,Ramalinaceae,Ramalina,,,genus,,cartilage lichen,0
440567,14042,Ascomycetes,Lecanorales,Ramalinaceae,Ramalina,almquistii,,species,Vain.,Almquist's cartilage lichen,0
440568,14043,Ascomycetes,Lecanorales,Ramalinaceae,Ramalina,scoparia,,species,Vain.,cartilage lichen,0
235674,14048,Ascomycetes,Verrucariales,Verrucariaceae,Thelidium,,,genus,,thelidium lichen,0
440569,14049,Ascomycetes,Verrucariales,Verrucariaceae,Thelidium,areolatum,,species,J.W. Thomson,thelidium lichen,0
235677,14050,Ascomycetes,Verrucariales,Verrucariaceae,Verrucaria,,,genus,,wart lichen,0
440570,14051,Ascomycetes,Verrucariales,Verrucariaceae,Verrucaria,striatula,,species,Wahlenb.,wart lichen,0
445334,14208,Hepaticopsida,Calobryales,Haplomitriaceae,Haplomitrium,,,genus,,,0
445335,14209,Hepaticopsida,Calobryales,Haplomitriaceae,Haplomitrium,hookeri,,species,(Sm.) Nees,,0
445343,14218,Hepaticopsida,Jungermanniales,Herbertaceae,Herbertus,,,genus,,,0
445344,14219,Hepaticopsida,Jungermanniales,Herbertaceae,Herbertus,aduncus,,species,(Dicks.) A. Gray,,0
445347,14231,Hepaticopsida,Jungermanniales,Herbertaceae,Herbertus,hawaiiensis,,species,H.A. Mill.,,0
445348,14232,Hepaticopsida,Jungermanniales,Herbertaceae,Herbertus,himalayanus,,species,(Steph.) H.A. Mill.,,0
445349,14233,Hepaticopsida,Jungermanniales,Herbertaceae,Herbertus,stramineus,,species,(Dumort.) Trevis.,,0
445361,14246,Hepaticopsida,Jungermanniales,Pseudolepicoleaceae,Pseudolepicolea,,,genus,,,0
445362,14247,Hepaticopsida,Jungermanniales,Pseudolepicoleaceae,Pseudolepicolea,fryei,,species,(Perss.) Grolle & Ando,,0
445364,14252,Hepaticopsida,Jungermanniales,Pseudolepicoleaceae,Blepharostoma,,,genus,,,0
445364,14253,Hepaticopsida,Jungermanniales,Pseudolepicoleaceae,Blepharostoma,arachnoideum,,species,M. Howe,,0
445364,14254,Hepaticopsida,Jungermanniales,Pseudolepicoleaceae,Blepharostoma,trichophyllum,,species,(L.) Dumort.,,0
445364,14255,Hepaticopsida,Jungermanniales,Pseudolepicoleaceae,Blepharostoma,trichophyllum,trichophyllum,subspecies,(L.) Dumort.,,0
445364,14256,Hepaticopsida,Jungermanniales,Pseudolepicoleaceae,Blepharostoma,trichophyllum,brevirete,subspecies,(L.) Dumort.,,0
267631,14272,Hepaticopsida,Jungermanniales,Mastigophoraceae,Mastigophora,,,genus,,,0
445383,14273,Hepaticopsida,Jungermanniales,Mastigophoraceae,Mastigophora,woodsii,,species,(Hook.) Nees,,0
445388,14279,Hepaticopsida,Jungermanniales,Ptilidiaceae,Ptilidium,,,genus,,,0
445389,14280,Hepaticopsida,Jungermanniales,Ptilidiaceae,Ptilidium,californicum,,species,(Austin) Pearson,,0
445390,14281,Hepaticopsida,Jungermanniales,Ptilidiaceae,Ptilidium,ciliare,,species,(L.) Hampe,,0
445391,14283,Hepaticopsida,Jungermanniales,Ptilidiaceae,Ptilidium,pulcherrimum,,species,(Weber) Vain.,,0
445398,14292,Hepaticopsida,Jungermanniales,Trichocoleaceae,Trichocolea,,,genus,,,0
445399,14293,Hepaticopsida,Jungermanniales,Trichocoleaceae,Trichocolea,tomentella,,species,(Ehrh.) Dumort.,,0
445432,14337,Hepaticopsida,Jungermanniales,Lepidoziaceae,Kurzia,,,genus,,,0
445433,14339,Hepaticopsida,Jungermanniales,Lepidoziaceae,Kurzia,pauciflora,,species,(Dicks.) Grolle,,0
445434,14340,Hepaticopsida,Jungermanniales,Lepidoziaceae,Kurzia,setacea,,species,(Weber) Grolle,,0
445435,14343,Hepaticopsida,Jungermanniales,Lepidoziaceae,Kurzia,sylvatica,,species,(A. Evans) Grolle,,0
445437,14349,Hepaticopsida,Jungermanniales,Lepidoziaceae,Lepidozia,,,genus,,,0
445438,14350,Hepaticopsida,Jungermanniales,Lepidoziaceae,Lepidozia,filamentosa,,species,(Lehm. & Lindenb.) Lindenb.,,0
445439,14351,Hepaticopsida,Jungermanniales,Lepidoziaceae,Lepidozia,reptans,,species,(L.) Dumort.,,0
445440,14353,Hepaticopsida,Jungermanniales,Lepidoziaceae,Lepidozia,sandvicensis,,species,Lindenb.,,0
445441,14354,Hepaticopsida,Jungermanniales,Lepidoziaceae,Telaranea,,,genus,,,0
445442,14355,Hepaticopsida,Jungermanniales,Lepidoziaceae,Telaranea,nematodes,,species,(Gottsche ex Austin) M. Howe,,0
445444,14359,Hepaticopsida,Jungermanniales,Lepidoziaceae,Bazzania,,,genus,,,0
445444,14360,Hepaticopsida,Jungermanniales,Lepidoziaceae,Bazzania,ambigua,,species,(Lindenb.) Trevis.,,0
445444,14361,Hepaticopsida,Jungermanniales,Lepidoziaceae,Bazzania,denudata,,species,(Torr. ex Gottsche & Lindenb. & Nees) Trevis.,,0
445444,14362,Hepaticopsida,Jungermanniales,Lepidoziaceae,Bazzania,nudicaulis,,species,A. Evans,,0
445448,14363,Hepaticopsida,Jungermanniales,Lepidoziaceae,Bazzania,pearsonii,,species,Steph.,,0
445444,14364,Hepaticopsida,Jungermanniales,Lepidoziaceae,Bazzania,tricrenata,,species,(Wahlenb.) Lindb.,,0
445450,14366,Hepaticopsida,Jungermanniales,Lepidoziaceae,Bazzania,trilobata,,species,(L.) A. Gray,,0
445451,14368,Hepaticopsida,Jungermanniales,Lepidoziaceae,Bazzania,trilobata,trilobata,variety,(L.) A. Gray,,0
445452,14369,Hepaticopsida,Jungermanniales,Lepidoziaceae,Bazzania,trilobata,depauperata,variety,(L.) A. Gray,,0
255285,14407,Hepaticopsida,Jungermanniales,Antheliaceae,Anthelia,,,genus,,,0
255285,14408,Hepaticopsida,Jungermanniales,Antheliaceae,Anthelia,julacea,,species,(L.) Dumort.,,0
445483,14410,Hepaticopsida,Jungermanniales,Antheliaceae,Anthelia,juratzkana,,species,(Limpr.) Trevis.,,0
445485,14412,Hepaticopsida,Jungermanniales,Cephaloziaceae,Hygrobiella,,,genus,,,0
445486,14413,Hepaticopsida,Jungermanniales,Cephaloziaceae,Hygrobiella,laxifolia,,species,(Hook.) Spruce,,0
445491,14419,Hepaticopsida,Jungermanniales,Cephaloziaceae,Schofieldia,,,genus,,,0
445492,14420,Hepaticopsida,Jungermanniales,Cephaloziaceae,Schofieldia,monticola,,species,J.D. Godfrey,,0
445493,14421,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cladopodiella,,,genus,,,0
445494,14422,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cladopodiella,fluitans,,species,(Nees) H. Buch,,0
445495,14423,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cladopodiella,francisci,,species,(Hook.) H. Buch ex Jorg.,,0
445496,14424,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,,,genus,,,0
445496,14425,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,affinis,,species,Lindb. ex Steph.,,0
445498,14426,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,bicuspidata,,species,(L.) Dumort.,,0
445499,14428,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,bicuspidata,bicuspidata,subspecies,(L.) Dumort.,,0
445500,14429,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,bicuspidata,ambigua,subspecies,(L.) Dumort.,,0
445501,14431,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,bicuspidata,lammersiana,subspecies,(L.) Dumort.,,0
445502,14433,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,bicuspidata,otaruensis,subspecies,(L.) Dumort.,,0
445496,14434,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,catenulata,,species,(Huebener) Lindb.,,0
445496,14435,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,connivens,,species,(Dicks.) Lindb.,,0
445496,14436,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,connivens,connivens,variety,(Dicks.) Lindb.,,0
445506,14437,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,connivens,bifida,variety,(Dicks.) Lindb.,,0
445507,14438,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,connivens,compacta,variety,(Dicks.) Lindb.,,0
445496,14440,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,lacinulata,,species,J.B. Jack ex Spruce,,0
445496,14441,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,leucantha,,species,Spruce,,0
445510,14442,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,loitlesbergeri,,species,Schiffn.,,0
445496,14443,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,lunulifolia,,species,(Dumort.) Dumort.,,0
445512,14445,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,macounii,,species,(Austin) Austin,,0
445496,14446,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,macrostachya,,species,Kaal.,,0
445496,14447,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,macrostachya,macrostachya,subspecies,Kaal.,,0
445515,14448,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,macrostachya,australis,subspecies,Kaal.,,0
445496,14449,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,pleniceps,,species,(Austin) Lindb.,,0
445496,14450,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,pleniceps,pleniceps,variety,(Austin) Lindb.,,0
445518,14451,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,pleniceps,caroliniana,variety,(Austin) Lindb.,,0
445519,14452,Hepaticopsida,Jungermanniales,Cephaloziaceae,Cephalozia,pleniceps,sphagnorum,variety,(Austin) Lindb.,,0
240448,14453,Hepaticopsida,Jungermanniales,Cephaloziaceae,Nowellia,,,genus,,,0
445521,14454,Hepaticopsida,Jungermanniales,Cephaloziaceae,Nowellia,curvifolia,,species,(Dicks.) Mitt.,,0
445529,14464,Hepaticopsida,Jungermanniales,Cephaloziaceae,Odontoschisma,,,genus,,,0
445530,14465,Hepaticopsida,Jungermanniales,Cephaloziaceae,Odontoschisma,denudatum,,species,(Mart.) Dumort.,,0
445533,14468,Hepaticopsida,Jungermanniales,Cephaloziaceae,Odontoschisma,elongatum,,species,(Lindb.) A. Evans,,0
445534,14469,Hepaticopsida,Jungermanniales,Cephaloziaceae,Odontoschisma,gibbsiae,,species,A. Evans,,0
445535,14470,Hepaticopsida,Jungermanniales,Cephaloziaceae,Odontoschisma,macounii,,species,(Austin) Underw.,,0
445536,14471,Hepaticopsida,Jungermanniales,Cephaloziaceae,Odontoschisma,prostratum,,species,(Sw.) Trevis.,,0
445537,14472,Hepaticopsida,Jungermanniales,Cephaloziaceae,Odontoschisma,sphagni,,species,(Dicks.) Dumort.,,0
445547,14482,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cylindrocolea,,,genus,,,0
445548,14483,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cylindrocolea,obliqua,,species,(Douin) R.M. Schust.,,0
445549,14485,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cylindrocolea,rhizantha,,species,(Mont.) R.M. Schust.,,0
445551,14492,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,,,genus,,,0
445553,14495,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,biloba,,species,(Lindenb.) Mull. Frib.,,0
445554,14496,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,brinkmani,,species,Douin,,0
445555,14497,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,dentata,,species,(Raddi) Mig.,,0
445556,14498,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,divaricata,,species,(Sm.) Schiffn.,,0
445559,14506,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,elachista,,species,(J.B. Jack) Schiffn.,,0
445561,14509,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,grimsulana,,species,(J.B. Jack) Lacout.,,0
445564,14513,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,hampeana,,species,(Nees) Schiffn.,,0
445565,14514,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,hyalina,,species,Douin,,0
445566,14515,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,integerrima,,species,(Lindb.) Warnst.,,0
445567,14517,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,massalongi,,species,(Spruce) Mull. Frib.,,0
445568,14518,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,minima,,species,(Austin) Douin,,0
445569,14519,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,patulifolia,,species,(Steph.) Douin,,0
445570,14520,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,phyllacantha,,species,(C. Massal. & Carestia) Mull. Frib.,,0
445571,14521,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,rappii,,species,Douin,,0
445572,14522,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,rubella,,species,(Nees) Warnst.,,0
445578,14533,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,spinicaulis,,species,Douin,,0
445580,14537,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,turneri,,species,(Hook.) Mull. Frib.,,0
445581,14539,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,uncinata,,species,R.M. Schust.,,0
445584,14542,Hepaticopsida,Jungermanniales,Cephaloziellaceae,Cephaloziella,arctica,,species,Bryhn & Douin,,0
445586,14545,Hepaticopsida,Jungermanniales,Geocalycaceae,Lophocolea,,,genus,,,0
445587,14546,Hepaticopsida,Jungermanniales,Geocalycaceae,Lophocolea,bidentata,,species,(L.) Dumort.,,0
445591,14552,Hepaticopsida,Jungermanniales,Geocalycaceae,Lophocolea,heterophylla,,species,(Schrad.) Dumort.,,0
445592,14555,Hepaticopsida,Jungermanniales,Geocalycaceae,Lophocolea,martiana,,species,Nees,,0
445593,14556,Hepaticopsida,Jungermanniales,Geocalycaceae,Lophocolea,minor,,species,Nees,,0
445594,14557,Hepaticopsida,Jungermanniales,Geocalycaceae,Lophocolea,muricata,,species,(Lehm.) Nees,,0
445596,14559,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,,,genus,,,0
445597,14560,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,gemmiparus,,species,A. Evans,,0
445598,14561,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,pallescens,,species,(Ehrh. ex Hoffm.) Dumort.,,0
445601,14565,Hepaticopsida,Jungermanniales,Geocalycaceae,Chiloscyphus,polyanthos,,species,(L.) Corda,,0
445604,14569,Hepaticopsida,Jungermanniales,Geocalycaceae,Leptoscyphus,,,genus,,,0
445605,14570,Hepaticopsida,Jungermanniales,Geocalycaceae,Leptoscyphus,cuneifolius,,species,(Hook.) Mitt.,,0
445612,14579,Hepaticopsida,Jungermanniales,Geocalycaceae,Harpanthus,,,genus,,,0
445613,14580,Hepaticopsida,Jungermanniales,Geocalycaceae,Harpanthus,drummondii,,species,(Taylor) Grolle,,0
445614,14581,Hepaticopsida,Jungermanniales,Geocalycaceae,Harpanthus,flotovianus,,species,(Nees) Nees,,0
445615,14582,Hepaticopsida,Jungermanniales,Geocalycaceae,Harpanthus,scutatus,,species,(F. Weber & D. Mohr) Spruce,,0
445616,14583,Hepaticopsida,Jungermanniales,Geocalycaceae,Geocalyx,,,genus,,,0
445617,14584,Hepaticopsida,Jungermanniales,Geocalycaceae,Geocalyx,graveolens,,species,(Schrad.) Nees,,0
445621,14588,Hepaticopsida,Jungermanniales,Chonecoleaceae,Chonecolea,,,genus,,,0
445622,14589,Hepaticopsida,Jungermanniales,Chonecoleaceae,Chonecolea,doellingeri,,species,(Nees) Grolle,,0
445624,14592,Hepaticopsida,Jungermanniales,Plagiochilaceae,Pedinophyllum,,,genus,,,0
445625,14593,Hepaticopsida,Jungermanniales,Plagiochilaceae,Pedinophyllum,interruptum,,species,(Nees) Kaal.,,0
445626,14595,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,,,genus,,,0
445627,14596,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,acanthophylla,,species,Gottsche,,0
445631,14602,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,arctica,,species,Bryhn & Kaal.,,0
445635,14607,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,aspleniformis,,species,R.M. Schust.,,0
445636,14608,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,asplenioides,,species,(L.) Dumort.,,0
445637,14610,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,austini,,species,A. Evans,,0
445638,14611,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,caduciloba,,species,H.L. Blomq.,,0
445639,14612,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,columbiana,,species,A. Evans,,0
445640,14613,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,corniculata,,species,(Dumort.) Dumort.,,0
445641,14615,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,diffusa,,species,Steph.,,0
445642,14617,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,dubia,,species,Lindenb. & Gottsche,,0
445648,14624,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,floridana,,species,A. Evans,,0
445649,14625,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,hypnoides,,species,Lindenb.,,0
445650,14626,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,invisus,,species,R.M. Schust.,,0
445651,14627,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,ludoviciana,,species,Sull.,,0
445652,14628,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,miradorensis,,species,Gottsche,,0
445655,14631,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,porelloides,,species,(Torr. ex Nees) Lindenb.,,0
445656,14633,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,satoi,,species,S. Hatt.,,0
445658,14637,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,semidecurrens,,species,Lehm. & Lindenb.,,0
445661,14644,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,sharpii,,species,H.L. Blomq.,,0
445664,14649,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,sullivantii,,species,Gottsche ex A. Evans,,0
445667,14652,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,undata,,species,Sull.,,0
445670,14656,Hepaticopsida,Jungermanniales,Plagiochilaceae,Plagiochila,virginica,,species,A. Evans,,0
445680,14666,Hepaticopsida,Jungermanniales,Arnelliaceae,Arnellia,,,genus,,,0
445680,14667,Hepaticopsida,Jungermanniales,Arnelliaceae,Arnellia,fennica,,species,(Gottsche) Lindb.,,0
445686,14672,Hepaticopsida,Jungermanniales,Acrobolbaceae,Acrobolbus,,,genus,,,0
445686,14673,Hepaticopsida,Jungermanniales,Acrobolbaceae,Acrobolbus,ciliatus,,species,(Mitt.) Schiffn.,,0
445692,14679,Hepaticopsida,Jungermanniales,Gyrothyraceae,Gyrothyra,,,genus,,,0
445693,14680,Hepaticopsida,Jungermanniales,Gyrothyraceae,Gyrothyra,underwoodiana,,species,M. Howe,,0
445698,14685,Hepaticopsida,Jungermanniales,Mesoptychiaceae,Mesoptychia,,,genus,,,0
445699,14686,Hepaticopsida,Jungermanniales,Mesoptychiaceae,Mesoptychia,sahlbergii,,species,(Lindb. & Arnell) A. Evans,,0
445701,14688,Hepaticopsida,Jungermanniales,Jungermanniaceae,Chandonanthus,,,genus,,,0
445703,14691,Hepaticopsida,Jungermanniales,Jungermanniaceae,Chandonanthus,hirtellus,,species,(Weber) Mitt.,,0
445706,14696,Hepaticopsida,Jungermanniales,Jungermanniaceae,Barbilophozia,,,genus,,,0
445707,14697,Hepaticopsida,Jungermanniales,Jungermanniaceae,Barbilophozia,atlantica,,species,(Kaal.) Mull. Frib.,,0
445708,14700,Hepaticopsida,Jungermanniales,Jungermanniaceae,Barbilophozia,attenuata,,species,(Mart.) Loeske,,0
445706,14706,Hepaticopsida,Jungermanniales,Jungermanniaceae,Barbilophozia,barbata,,species,(Schmid. ex Schreb.) Loeske,,0
445710,14708,Hepaticopsida,Jungermanniales,Jungermanniaceae,Barbilophozia,binsteadii,,species,(Kaal.) Loeske,,0
445706,14711,Hepaticopsida,Jungermanniales,Jungermanniaceae,Barbilophozia,cavifolia,,species,(H. Buch & S.W. Arnell) Stotler & Stotl.-Crand.,,0
445712,14713,Hepaticopsida,Jungermanniales,Jungermanniaceae,Barbilophozia,floerkei,,species,(F. Weber & D. Mohr) Loeske,,0
445713,14716,Hepaticopsida,Jungermanniales,Jungermanniaceae,Barbilophozia,hatcheri,,species,(A. Evans) Loeske,,0
445706,14719,Hepaticopsida,Jungermanniales,Jungermanniaceae,Barbilophozia,hyperborea,,species,(R.M. Schust.) Stotler & Stotl.-Crand. ex Potemk.,,0
445715,14722,Hepaticopsida,Jungermanniales,Jungermanniaceae,Barbilophozia,kunzeana,,species,(Huebener) Gams,,0
445706,14725,Hepaticopsida,Jungermanniales,Jungermanniaceae,Barbilophozia,lycopodioides,,species,(Wallr.) Loeske,,0
445717,14727,Hepaticopsida,Jungermanniales,Jungermanniaceae,Barbilophozia,quadriloba,,species,(Lindb.) Loeske,,0
445718,14730,Hepaticopsida,Jungermanniales,Jungermanniaceae,Barbilophozia,quadriloba,quadriloba,variety,(Lindb.) Loeske,,0
445719,14731,Hepaticopsida,Jungermanniales,Jungermanniaceae,Barbilophozia,quadriloba,collenchymatica,variety,(Lindb.) Loeske,,0
445720,14732,Hepaticopsida,Jungermanniales,Jungermanniaceae,Barbilophozia,quadriloba,glareosa,variety,(Lindb.) Loeske,,0
445721,14734,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,,,genus,,,0
445722,14735,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,alboviridis,,species,R.M. Schust.,,0
445723,14736,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,alpestris,,species,(Schleich.) A. Evans,,0
445724,14737,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,ascendens,,species,(Warnst.) R.M. Schust.,,0
445725,14739,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,badensis,,species,(Gottsche ex Rabenh.) Schiffn.,,0
445728,14743,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,bantriensis,,species,(Hook.) Steph.,,0
445729,14746,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,bicrenata,,species,(Schmidel ex Hoffm.) Dumort.,,0
445730,14748,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,capitata,,species,(Hook.) Macoun,,0
445731,14750,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,collaris,,species,(Nees) Dumort.,,0
445732,14752,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,elongata,,species,Steph.,,0
445733,14754,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,excisa,,species,(Dicks.) Dumort.,,0
445738,14759,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,gillmanii,,species,(Austin) R.M. Schust.,,0
445741,14764,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,grandiretis,,species,(Lindb. ex Kaal.) Schiffn.,,0
445744,14767,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,groenlandica,,species,(Nees) Macoun,,0
445745,14769,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,guttulata,,species,(Lindb. & Arnell) A. Evans,,0
445746,14772,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,heterocolpos,,species,(Thed. ex Hartm.) M. Howe,,0
445750,14784,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,heteromorpha,,species,R.M. Schust. & Damsh.,,0
445751,14785,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,hyperarctica,,species,R.M. Schust.,,0
445752,14786,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,incisa,,species,(Schrad.) Dumort.,,0
445753,14787,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,latifolia,,species,R.M. Schust.,,0
445754,14789,Hepaticopsida,Jungermanniales,Jungermanniaceae,Lophozia,laxa,,species,(Lindb.) Grolle,,0
