fileName,focalLength,dwc_georeferenceRemarks,dwc_decimalLatitude,dwc_decimalLongitude,geo_alt,exif_PixelXDimension,exif_PixelYDimension,dwc_occurrenceRemarks,dwc_geodeticDatum,dwc_coordinateUncertaintyInMeters,dwc_locality,dwc_countryCode,dwc_stateProvince,dwc_county,dwc_informationWithheld,dwc_dataGeneralizations,dwc_continent,geonamesAdmin,geonamesOther,dcterms_identifier,dcterms_modified,dcterms_title,dcterms_description,ac_caption,photographerCode,dcterms_created,photoshop_Credit,owner,dc_rights,xmpRights_Owner,ac_attributionLinkURL,usageTermsIndex,view,xmp_Rating,foaf_depicts,suppress
pist--cofemale-dist10225.jpg,50,Location determined by separate GPS measurement.,-9999,-9999,-9999,1440,960,,EPSG:4326,10,"Keri Drive, Pleasant View",US,Tennessee,Cheatham,Precision of coordinates reduced due to Tennessee threatened status.,GPS coordinates rounded to nearest 0.01 degree.,NA,4612891,,http://bioimages.vanderbilt.edu/baskauf/10225,2013-11-14T21:49:21-05:00,Pinus strobus (Pinaceae) - cone - female - mature open,Image of Pinus strobus (Pinaceae) - cone - female - mature open,,baskauf,2001-11-19T12:44:20-05:00,Steven J. Baskauf http://bioimages.vanderbilt.edu/,baskauf,(c) 2001 Steven J. Baskauf,Steven J. Baskauf,http://bioimages.vanderbilt.edu/baskauf/10225.htm,4,#030502,4,http://bioimages.vanderbilt.edu/ind-baskauf/10225,0
pist--comale11091.jpg,50,Location determined by separate GPS measurement.,-9999,-9999,-9999,1440,2160,,EPSG:4326,10,"Keri Drive, Pleasant View",US,Tennessee,Cheatham,Precision of coordinates reduced due to Tennessee threatened status.,GPS coordinates rounded to nearest 0.01 degree.,NA,4612891,,http://bioimages.vanderbilt.edu/baskauf/11091,2013-11-14T21:49:22-05:00,Pinus strobus (Pinaceae) - cone - male,Image of Pinus strobus (Pinaceae) - cone - male,,baskauf,2002-05-16T18:42:45-05:00,Steven J. Baskauf http://bioimages.vanderbilt.edu/,baskauf,(c) 2010 Steven J. Baskauf,Steven J. Baskauf,http://bioimages.vanderbilt.edu/baskauf/11091.htm,4,#030501,4,http://bioimages.vanderbilt.edu/ind-baskauf/10225,0
pist--lffascicles11093.jpg,50,Location determined by separate GPS measurement.,-9999,-9999,-9999,2160,1440,,EPSG:4326,10,"Keri Drive, Pleasant View",US,Tennessee,Cheatham,Precision of coordinates reduced due to Tennessee threatened status.,GPS coordinates rounded to nearest 0.01 degree.,NA,4612891,,http://bioimages.vanderbilt.edu/baskauf/11093,2013-03-23T16:31:03-05:00,Pinus strobus (Pinaceae) - leaf - entire needle,Image of Pinus strobus (Pinaceae) - leaf - entire needle,,baskauf,2002-05-16T18:44:38-05:00,Steven J. Baskauf http://bioimages.vanderbilt.edu/,baskauf,(c) 2010 Steven J. Baskauf,Steven J. Baskauf,http://bioimages.vanderbilt.edu/baskauf/11093.htm,4,#030401,4,http://bioimages.vanderbilt.edu/ind-baskauf/10225,0
pist--br11094.jpg,50,Location determined by separate GPS measurement.,-9999,-9999,-9999,1440,2160,,EPSG:4326,10,"Keri Drive, Pleasant View",US,Tennessee,Cheatham,Precision of coordinates reduced due to Tennessee threatened status.,GPS coordinates rounded to nearest 0.01 degree.,NA,4612891,,http://bioimages.vanderbilt.edu/baskauf/11094,2013-11-14T21:49:23-05:00,Pinus strobus (Pinaceae) - bark - of a medium tree or large branch,Image of Pinus strobus (Pinaceae) - bark - of a medium tree or large branch,,baskauf,2002-05-16T18:45:25-05:00,Steven J. Baskauf http://bioimages.vanderbilt.edu/,baskauf,(c) 2010 Steven J. Baskauf,Steven J. Baskauf,http://bioimages.vanderbilt.edu/baskauf/11094.htm,4,#030202,4,http://bioimages.vanderbilt.edu/ind-baskauf/10225,0
pist--wp15662.jpg,50,Location determined by separate GPS measurement.,-9999,-9999,-9999,1440,2160,,EPSG:4326,10,"Keri Drive, Pleasant View",US,Tennessee,Cheatham,Precision of coordinates reduced due to Tennessee threatened status.,GPS coordinates rounded to nearest 0.01 degree.,NA,4612891,,http://bioimages.vanderbilt.edu/baskauf/15662,2013-11-14T21:49:24-05:00,Pinus strobus (Pinaceae) - whole tree - general,Image of Pinus strobus (Pinaceae) - whole tree - general,,baskauf,2002-09-17T17:25:56-05:00,Steven J. Baskauf http://bioimages.vanderbilt.edu/,baskauf,(c) 2002 Steven J. Baskauf,Steven J. Baskauf,http://bioimages.vanderbilt.edu/baskauf/15662.htm,4,#030101,5,http://bioimages.vanderbilt.edu/ind-baskauf/10225,0
pist--lfcloseup15663.jpg,50,Location determined by separate GPS measurement.,-9999,-9999,-9999,1440,2160,,EPSG:4326,10,"Keri Drive, Pleasant View",US,Tennessee,Cheatham,Precision of coordinates reduced due to Tennessee threatened status.,GPS coordinates rounded to nearest 0.01 degree.,NA,4612891,,http://bioimages.vanderbilt.edu/baskauf/15663,2013-11-14T21:49:24-05:00,Pinus strobus (Pinaceae) - leaf - entire needle,Image of Pinus strobus (Pinaceae) - leaf - entire needle,,baskauf,2002-09-17T17:26:34-05:00,Steven J. Baskauf http://bioimages.vanderbilt.edu/,baskauf,(c) 2002 Steven J. Baskauf,Steven J. Baskauf,http://bioimages.vanderbilt.edu/baskauf/15663.htm,4,#030401,5,http://bioimages.vanderbilt.edu/ind-baskauf/10225,0
0140-01-01.jpg,105,Location of individual determined by an independent GPS measurement.,-9999,-9999,-9999,2592,3872,,EPSG:4326,20,Stone Cemetary Rd. at ford,US,Arkansas,Searcy,,,NA,4130432,,http://bioimages.vanderbilt.edu/thomas/0140-01-01,2014-05-15T07:40:46-05:00,Ageratina altissima (Asteraceae) - whole plant - in flower - general view,Image of Ageratina altissima (Asteraceae) - whole plant - in flower - general view,,thomas,2007-10-14T17:04:23-05:00,Ron Thomas http://wildflowerlense.com/,thomas,(c) 2013 Ron Thomas,Ron Thomas,http://bioimages.vanderbilt.edu/thomas/0140-01-01.htm,4,#020102,5,http://bioimages.vanderbilt.edu/thomas/0140-01,0
0140-01-02.jpg,105,Location of individual determined by an independent GPS measurement.,-9999,-9999,-9999,2592,3888,,EPSG:4326,20,Stone Cemetary Rd. at ford,US,Arkansas,Searcy,,,NA,4130432,,http://bioimages.vanderbilt.edu/thomas/0140-01-02,2014-05-15T07:40:50-05:00,Ageratina altissima (Asteraceae) - leaf - on upper stem,Image of Ageratina altissima (Asteraceae) - leaf - on upper stem,,thomas,2007-10-14T17:08:02-05:00,Ron Thomas http://wildflowerlense.com/,thomas,(c) 2013 Ron Thomas,Ron Thomas,http://bioimages.vanderbilt.edu/thomas/0140-01-02.htm,4,#020302,5,http://bioimages.vanderbilt.edu/thomas/0140-01,0
0140-01-03.jpg,105,Location of individual determined by an independent GPS measurement.,-9999,-9999,-9999,2592,2968,,EPSG:4326,20,Stone Cemetary Rd. at ford,US,Arkansas,Searcy,,,NA,4130432,,http://bioimages.vanderbilt.edu/thomas/0140-01-03,2014-05-15T07:40:51-05:00,Ageratina altissima (Asteraceae) - inflorescence - frontal view of flower,Image of Ageratina altissima (Asteraceae) - inflorescence - frontal view of flower,,thomas,2007-10-14T16:45:29-05:00,Ron Thomas http://wildflowerlense.com/,thomas,(c) 2013 Ron Thomas,Ron Thomas,http://bioimages.vanderbilt.edu/thomas/0140-01-03.htm,4,#020405,5,http://bioimages.vanderbilt.edu/thomas/0140-01,0
0140-01-04.jpg,105,Location of individual determined by an independent GPS measurement.,-9999,-9999,-9999,2592,3872,,EPSG:4326,20,Stone Cemetary Rd. at ford,US,Arkansas,Searcy,,,NA,4130432,,http://bioimages.vanderbilt.edu/thomas/0140-01-04,2014-05-15T07:40:51-05:00,Ageratina altissima (Asteraceae) - inflorescence - whole - unspecified,Image of Ageratina altissima (Asteraceae) - inflorescence - whole - unspecified,,thomas,2007-10-14T17:02:14-05:00,Ron Thomas http://wildflowerlense.com/,thomas,(c) 2013 Ron Thomas,Ron Thomas,http://bioimages.vanderbilt.edu/thomas/0140-01-04.htm,4,#020401,5,http://bioimages.vanderbilt.edu/thomas/0140-01,0
0140-01-05.jpg,105,Location of individual determined by an independent GPS measurement.,-9999,-9999,-9999,2218,3872,,EPSG:4326,20,Stone Cemetary Rd. at ford,US,Arkansas,Searcy,,,NA,4130432,,http://bioimages.vanderbilt.edu/thomas/0140-01-05,2014-05-15T07:40:51-05:00,Ageratina altissima (Asteraceae) - leaf - basal or on lower stem,Image of Ageratina altissima (Asteraceae) - leaf - basal or on lower stem,,thomas,2007-10-14T17:07:43-05:00,Ron Thomas http://wildflowerlense.com/,thomas,(c) 2013 Ron Thomas,Ron Thomas,http://bioimages.vanderbilt.edu/thomas/0140-01-05.htm,4,#020301,5,http://bioimages.vanderbilt.edu/thomas/0140-01,0
0140-01-06.jpg,105,Location of individual determined by an independent GPS measurement.,-9999,-9999,-9999,2890,1927,,EPSG:4326,20,Stone Cemetary Rd. at ford,US,Arkansas,Searcy,,,NA,4130432,,http://bioimages.vanderbilt.edu/thomas/0140-01-06,2014-05-15T07:40:52-05:00,Ageratina altissima (Asteraceae) - inflorescence - ventral view of flower + perianth,Image of Ageratina altissima (Asteraceae) - inflorescence - ventral view of flower + perianth,,thomas,2007-10-14T17:09:39-05:00,Ron Thomas http://wildflowerlense.com/,thomas,(c) 2013 Ron Thomas,Ron Thomas,http://bioimages.vanderbilt.edu/thomas/0140-01-06.htm,4,#020406,5,http://bioimages.vanderbilt.edu/thomas/0140-01,0
0140-01-07.jpg,105,Location of individual determined by an independent GPS measurement.,-9999,-9999,-9999,2026,2592,,EPSG:4326,20,Stone Cemetary Rd. at ford,US,Arkansas,Searcy,,,NA,4130432,,http://bioimages.vanderbilt.edu/thomas/0140-01-07,2014-05-15T07:40:54-05:00,Ageratina altissima (Asteraceae) - stem - showing leaf bases,Image of Ageratina altissima (Asteraceae) - stem - showing leaf bases,,thomas,2007-10-14T17:10:07-05:00,Ron Thomas http://wildflowerlense.com/,thomas,(c) 2013 Ron Thomas,Ron Thomas,http://bioimages.vanderbilt.edu/thomas/0140-01-07.htm,4,#020201,5,http://bioimages.vanderbilt.edu/thomas/0140-01,0
em2534.jpg,6.3,Location determined from Google maps.,36.06671,-79.80736,252,2736,3648,,EPSG:4326,5,Campus of the University of North Carolina at Greensboro,US,North Carolina,Guilford,,,NA,4469393,4496357,http://bioimages.vanderbilt.edu/kirchoff/em2534,2013-11-14T21:42:41-05:00,Quercus shumardii (Fagaceae) - whole tree (or vine) - general,Image of Quercus shumardii (Fagaceae) - whole tree (or vine) - general,,masone,2010-10-19T12:11:38-04:00,Bruce K. Kirchoff http://www.uncg.edu/~kirchoff,kirchoff,(c) 2011 Bruce K. Kirchoff,Bruce K. Kirchoff,http://bioimages.vanderbilt.edu/kirchoff/em2534.htm,4,#010101,5,http://bioimages.vanderbilt.edu/uncg/39,0
